ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE ACC DI DIAGNOSI 1,DESCRIZIONE ACC DI DIAGNOSI 1,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2012,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,5.858407,0
2012,324 - ATS DELLA BRIANZA,030024-00,"OSPEDALE DI CIRCOLO""S.L.MANDIC""- MERATE",15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,5.681564,0
2012,326 - ATS DI BRESCIA,030169-00,"P.O. ""U.O. CARDIOLOGIA RIABILITATIVA FASANO D/G""",16,LESIONI E AVVELENAMENTO,13.762264,0
2012,325 - ATS DI BERGAMO,030136-00,OSPEDALE BRIOLINI - GAZZANIGA,16,LESIONI E AVVELENAMENTO,23.405128,0
2012,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,6.88,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,2.786744,1
2012,324 - ATS DELLA BRIANZA,030903-00,"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO",3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",9.349345,1.395604
2012,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",4.40625,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",5.042857,1
2012,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,11.79661,0
2012,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,5,MALATTIE MENTALI,8.711864,0
2012,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,14,ANOMALIE CONGENITE,3.782609,1
2012,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,2,NEOPLASIE,6.780488,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,2,NEOPLASIE,9.993548,1
2012,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.74269,1.111111
2012,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,8.233333,1.777778
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",5.511111,0
2012,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,7.886076,1
2012,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE CIVILE - SONDRIO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,8.389629,1
2012,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,5.604167,0
2012,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,8.478943,1
2012,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,6.271676,1
2012,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,7.5,1
2012,324 - ATS DELLA BRIANZA,030033-00,CASA DI CURA BEATO L.TALAMONI-LECCO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,10.869297,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,14.818363,1.27027
2012,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,18,"CODICI RESIDUI, NON CLASSIFICATI",1.073171,1
2012,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,18,"CODICI RESIDUI, NON CLASSIFICATI",4.333333,0
2012,325 - ATS DI BERGAMO,030350-00,OSPEDALE S.ISIDORO - TRESCORE B.,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",14.071429,0
2013,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,2,NEOPLASIE,12.589286,0
2012,324 - ATS DELLA BRIANZA,030108-00,CASA DI CURA ZUCCHI - CARATE BRIANZA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,70.471545,57.5
2012,326 - ATS DI BRESCIA,030176-00,CASA DI CURA S. ANNA - BRESCIA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,3.38582,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,10.85,0
2012,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,9.912281,0
2012,322 - ATS DELL'INSUBRIA,030347-00,CASA DI CURA VILLA S. GIUSEPPE,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,32.060606,0
2012,328 - ATS DI PAVIA,030189-00,OSPEDALE ARNABOLDI - BRONI,7,MALATTIE DEL SISTEMA CIRCOLATORIO,30.2,0
2012,325 - ATS DI BERGAMO,030137-00,OSPEDALE SS.CAPITANIO E GEROSA - LOVERE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,10.604167,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MI,18,"CODICI RESIDUI, NON CLASSIFICATI",6.210526,1
2012,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",5.627119,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-00,OSPEDALE DI CIRCOLO PREDABISSI-MELEGNANO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,7.587413,1.666667
2012,322 - ATS DELL'INSUBRIA,030003-00,OSPEDALE F. DEL PONTE - VARESE,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,5.465517,1.289773
2012,326 - ATS DI BRESCIA,030154-02,STABILIMENTO OSPEDALIERO DI ORZINUOVI,2,NEOPLASIE,12.571429,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030080-00,OSPEDALE CIVICO ROSSI - CASALPUSTERLENGO,9,MALATTIE DELL'APPARATO DIGERENTE,10.974026,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,1,MALATTIE INFETTIVE E PARASSITARIE,5.123077,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,1,MALATTIE INFETTIVE E PARASSITARIE,9.136364,0
2012,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,9.738095,3.273973
2013,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,3.902163,1
2013,324 - ATS DELLA BRIANZA,030081-00,PRESIDIO OSPEDALIERO   DI GIUSSANO,16,LESIONI E AVVELENAMENTO,6.290086,1
2013,326 - ATS DI BRESCIA,030369-00,CENTRO MEDICO RICHIEDEI-PALAZZOLO S/O,10,MALATTIE DEL SISTEMA GENITO-URINARIO,8.404762,0
2013,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,16,LESIONI E AVVELENAMENTO,5.889053,1
2013,324 - ATS DELLA BRIANZA,030034-00,CASA DI CURA G.B. MANGIONI - LECCO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.621469,1
2013,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,16,LESIONI E AVVELENAMENTO,6.798822,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,9.488889,1
2013,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,14,ANOMALIE CONGENITE,4.653061,1
2013,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,2,NEOPLASIE,10.0377,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,2,NEOPLASIE,5.779026,1
2013,324 - ATS DELLA BRIANZA,030931-00,ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.,16,LESIONI E AVVELENAMENTO,17.894737,2.166667
2013,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",9.363354,1.875
2012,328 - ATS DI PAVIA,030198-00,CASA DI CURA BEATO MATTEO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.549231,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI -  MILANO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,6.345238,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",2.020173,3.85
2012,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,5,MALATTIE MENTALI,10.383333,0
2012,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,5.712329,5
2013,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,7.642361,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,14,ANOMALIE CONGENITE,5.75,1
2013,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,9.726563,0
2013,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,14,ANOMALIE CONGENITE,4.877551,1
2013,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,4.696498,1
2013,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,5,MALATTIE MENTALI,11.753117,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,5,MALATTIE MENTALI,10.195122,0
2012,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,4.085714,0
2012,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO S.R.L.-OSIO SOTTO,9,MALATTIE DELL'APPARATO DIGERENTE,4.531429,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-00,OSPEDALE DI CIRCOLO PREDABISSI-MELEGNANO,9,MALATTIE DELL'APPARATO DIGERENTE,7.099135,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030283-00,OSPEDALE G.CASATI-PASSIRANA RHO,16,LESIONI E AVVELENAMENTO,26.054662,1
2012,324 - ATS DELLA BRIANZA,030944-00,FONDAZIONE S. MAUGERI - LISSONE,16,LESIONI E AVVELENAMENTO,20.696429,15
2013,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,10,MALATTIE DEL SISTEMA GENITO-URINARIO,5.738636,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,4.703297,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.828821,1
2013,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,8.431373,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,3.56044,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-01,SAN CARLO - MILANO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,1,0
2013,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,4.736842,1
2012,322 - ATS DELL'INSUBRIA,030009-00,OSP. CIRCOLO A.BELLINI - SOMMA LOMBARDO,9,MALATTIE DELL'APPARATO DIGERENTE,9.264151,1
2013,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,3.5,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",4.89418,1
2013,323 - ATS DELLA MONTAGNA,030274-02,OSPEDALE VALCAMONICA - EDOLO,4,MALATTIE DEL SANGUE E DEGLI ORGANI EMATOPOIETICI,7.971429,0
2013,327 - ATS DELLA VAL PADANA,030933-00,FOND.S.MAUGERI-CENTRO MEDICO-CASTEL G.,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,43.360169,28
2013,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,8.513889,1
2013,326 - ATS DI BRESCIA,030159-00,PRESIDIO OSPEDALIERO DI MONTICHIARI,7,MALATTIE DEL SISTEMA CIRCOLATORIO,9.225539,1
2013,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,8,MALATTIE DEL SISTEMA RESPIRATORIO,9.334842,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,8,MALATTIE DEL SISTEMA RESPIRATORIO,6.444375,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030911-00,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,7.9,1
2013,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,7,MALATTIE DEL SISTEMA CIRCOLATORIO,6.350806,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,3.433702,1
2014,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,10,MALATTIE DEL SISTEMA GENITO-URINARIO,5.973621,1
2014,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,10,MALATTIE DEL SISTEMA GENITO-URINARIO,6.286645,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-00,OSPEDALE DI  VIZZOLO PREDABISSI,10,MALATTIE DEL SISTEMA GENITO-URINARIO,5.558601,1
2014,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,8.108696,0
2014,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,16,LESIONI E AVVELENAMENTO,35.542857,0
2013,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,8,MALATTIE DEL SISTEMA RESPIRATORIO,5.450363,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,2.45283,1
2014,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,2,NEOPLASIE,8.1216,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",11.04,1
2014,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",7.104,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,5,MALATTIE MENTALI,10.757235,5.888889
2014,328 - ATS DI PAVIA,030197-00,CASA DI CURA VILLA ESPERIA,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,34.683582,30.5
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030075-00,OSPEDALE C.CANTU'-ABBIATEGRASSO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,12.803419,0
2014,328 - ATS DI PAVIA,030199-00,CASA DI CURA S. MARIA GRAZIE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,4.689076,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,7,MALATTIE DEL SISTEMA CIRCOLATORIO,12.269952,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,8.5,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-00,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,4.878234,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030124-00,ISTITUTO STOMATOLOGICO ITALIANO - MILANO,2,NEOPLASIE,1.2,1
2013,326 - ATS DI BRESCIA,030366-00,DOMINATO LEONENSE SANITA' - LENO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,34.813559,0
2013,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,7,MALATTIE DEL SISTEMA CIRCOLATORIO,7.554017,0
2012,322 - ATS DELL'INSUBRIA,030025-00,OSPEDALE FELICE VILLA - MARIANO COMENSE,8,MALATTIE DEL SISTEMA RESPIRATORIO,13.830065,0
2013,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,3.192982,1
2012,328 - ATS DI PAVIA,030191-00,OSPEDALE S.MARTINO - MEDE,1,MALATTIE INFETTIVE E PARASSITARIE,8.652174,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,18,"CODICI RESIDUI, NON CLASSIFICATI",1.381579,1
2012,325 - ATS DI BERGAMO,030361-00,CASA DI CURA SAN DONATO SRL,18,"CODICI RESIDUI, NON CLASSIFICATI",29,0
2012,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,1,MALATTIE INFETTIVE E PARASSITARIE,3.428571,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,5.38961,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030937-00,IRCCS S.M.NASCENTE-FOND.DON C.GNOCCHI-MILANO,6,MALATTIE DEL SISTEMA NERVOSO E ORGANI DI SENSO,39.379592,31.882353
2014,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,5.202786,1
2013,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,6.19875,1
2014,324 - ATS DELLA BRIANZA,030033-00,CASA DI CURA BEATO L.TALAMONI-LECCO,13,MALATTIE DEL SISTEMA MUSCOLO-SCHELETRICO E DEL TESSUTO CONNETTIVO,11.233524,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,14,ANOMALIE CONGENITE,1.524096,1
2013,326 - ATS DI BRESCIA,030159-00,PRESIDIO OSPEDALIERO DI MONTICHIARI,8,MALATTIE DEL SISTEMA RESPIRATORIO,11.406467,0
2014,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,10,MALATTIE DEL SISTEMA GENITO-URINARIO,4.493333,1
2014,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,10,MALATTIE DEL SISTEMA GENITO-URINARIO,2.682657,1
2014,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,3,"MALATTIE E DISTURBI ENDOCRINI, NUTRIZIONALI, METABOLICI E IMMUNITARI",8.489933,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030129-00,OSPEDALE SERBELLONI - GORGONZOLA,1,MALATTIE INFETTIVE E PARASSITARIE,16,0
2014,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,5,MALATTIE MENTALI,14.452107,0
2014,326 - ATS DI BRESCIA,030368-00,C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI,7,MALATTIE DEL SISTEMA CIRCOLATORIO,28.986175,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,15,ALCUNE CONDIZIONI ORIGINATE NEL PERIODO PERINATALE,4.078652,0
2014,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,8,MALATTIE DEL SISTEMA RESPIRATORIO,2.342882,1
2014,325 - ATS DI BERGAMO,030354-00,NEPHROCARE S.P.A. - SERIATE,16,LESIONI E AVVELENAMENTO,3.737705,0
2014,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,8,MALATTIE DEL SISTEMA RESPIRATORIO,9.514286,1
2014,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,8,MALATTIE DEL SISTEMA RESPIRATORIO,7.705167,1
2014,328 - ATS DI PAVIA,030192-00,OSPEDALE SS.ANNUNZIATA - VARZI,8,MALATTIE DEL SISTEMA RESPIRATORIO,13.041379,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,8,MALATTIE DEL SISTEMA RESPIRATORIO,9.149708,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,9,MALATTIE DELL'APPARATO DIGERENTE,4.23138,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,9,MALATTIE DELL'APPARATO DIGERENTE,6.321598,1
2015,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,1,MALATTIE INFETTIVE E PARASSITARIE,17.322368,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,12,MALATTIE DELLA PELLE E DEL TESSUTO SOTTOCUTANEO,5.3125,1
2015,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,10,MALATTIE DEL SISTEMA GENITO-URINARIO,4.203644,1
2014,328 - ATS DI PAVIA,030940-00,MAUGERI-CENTRO MEDICO MONTESCANO,17,SINTOMI; SEGNI; E LE CONDIZIONI E FATTORI CHE INFLUENZANO LO STATO DI SALUTE MAL DEFINITO,24,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,10,MALATTIE DEL SISTEMA GENITO-URINARIO,6.128902,1
2015,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,4.038274,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,11,COMPLICAZIONI DELLA GRAVIDANZA; PARTO; E IL PUERPERIO,3.38331,1
2013,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,18,"CODICI RESIDUI, NON CLASSIFICATI",2.931818,1
