ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,POSIZIONE_ATS,CODICE_EROGATORE,DESCRIZIONE_EROGATORE,DESCRIZIONE_TIPOLOGIA_EROGATORE,DESCRIZIONE_TIPO_ENTE,CODICE_BRANCA,DESCRIZIONE_BRANCA,DESCRIZIONE_MACRO_TIPO,PRESTAZIONI_TOT
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",939,ISTITUTO MONDINO - PAVIA,PRIVATO,IRCCS PRIVATO,261,ALTRO IN GENERE,ATTIVITA CLINICA,297
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,241,RADIOTERAPIA,ATTIVITA CLINICA,42170
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,18808
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",950,SAN RAFFAELE TURRO,PRIVATO,IRCCS PRIVATO,265,VISITA GENERALE,ATTIVITA CLINICA,159
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,396
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,15810
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,6010
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,2459
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,5872
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,5071
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,263,CONSULTO COMPLESSIVO,ATTIVITA CLINICA,10
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",716,ASST DI MONZA,PUBBLICO,ASST,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,16074
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,112,CHIMICA CLINICA,LABORATORIO,1570206
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,19142
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,50345
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,1417
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",933,FOND.CL.LAV.-PV-RRF CASTELGOFFREDO,PRIVATO,IRCCS PRIVATO,11,ANESTESIA,ATTIVITA CLINICA,1980
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,231,PSICHIATRIA,ATTIVITA CLINICA,6910
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PUBBLICO,ATS,112,CHIMICA CLINICA,LABORATORIO,30820
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,221,PNEUMOLOGIA,ATTIVITA CLINICA,9881
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,161,OCULISTICA,ATTIVITA CLINICA,33411
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",945,ISTITUTO SCIENTIFICO DI PAVIA,PRIVATO,IRCCS PRIVATO,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,6
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",724,ASST DI CREMONA,PUBBLICO,ASST,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,102903
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PUBBLICO,ATS,221,PNEUMOLOGIA,ATTIVITA CLINICA,2673
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PUBBLICO,ATS,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,938
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",920,INRCA CENTRO PER LE BRONC. - CASATENOVO,PUBBLICO,IRCCS PUBBLICO,115,LABORATORIO IN GENERE,LABORATORIO,16217
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,21550
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,133,DIALISI IN REGIME DI RICOVERO,ATTIVITA CLINICA,218
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,171,ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE,ATTIVITA CLINICA,14691
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,18153
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,14520
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,36902
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,8370
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",719,ASST DI BERGAMO OVEST,PUBBLICO,ASST,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,6514
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,6001
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,278875
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,261,ALTRO IN GENERE,ATTIVITA CLINICA,24334
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,115,LABORATORIO IN GENERE,LABORATORIO,244096
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,1631
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",703,ASST FATEBENEFRATELLI SACCO,PUBBLICO,ASST,161,OCULISTICA,ATTIVITA CLINICA,86785
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,19787
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",923,ISTITUTO NEUROLOGICO BESTA - MI,PUBBLICO,IRCCS PUBBLICO,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,19255
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",933,FOND.CL.LAV.-PV-RRF CASTELGOFFREDO,PRIVATO,IRCCS PRIVATO,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,7073
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,9436
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,141,NEUROCHIRURGIA,ATTIVITA CLINICA,5
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",939,ISTITUTO MONDINO - PAVIA,PRIVATO,IRCCS PRIVATO,21,CARDIOLOGIA,ATTIVITA CLINICA,2725
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,21,CARDIOLOGIA,ATTIVITA CLINICA,75919
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,261,ALTRO IN GENERE,ATTIVITA CLINICA,28091
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,181,ONCOLOGIA,ATTIVITA CLINICA,12000
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,27477
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",923,ISTITUTO NEUROLOGICO BESTA - MI,PUBBLICO,IRCCS PUBBLICO,261,ALTRO IN GENERE,MAC,2306
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,91,ENDOCRINOLOGIA,ATTIVITA CLINICA,9516
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,591
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",709,ASST DI LODI,PUBBLICO,ASST,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,57039
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,133,DIALISI IN REGIME DI RICOVERO,ATTIVITA CLINICA,1192
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,221,PNEUMOLOGIA,ATTIVITA CLINICA,940
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,21,CARDIOLOGIA,ATTIVITA CLINICA,461839
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,63333
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,132,DIALISI,ATTIVITA CLINICA,37031
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,21,CARDIOLOGIA,ATTIVITA CLINICA,68400
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,19766
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,112,CHIMICA CLINICA,LABORATORIO,1116226
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,261,ALTRO IN GENERE,MAC,10338
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,34716
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,261,ALTRO IN GENERE,MAC,18272
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,151,NEUROLOGIA,ATTIVITA CLINICA,30293
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,2768
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",931,IST.SCIENT. E. MEDEA - BOSISIO PARINI,PRIVATO,IRCCS PRIVATO,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,9035
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,40950
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,151,NEUROLOGIA,ATTIVITA CLINICA,5631
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",946,ISTITUTO ORTOPEDICO GALEAZZI SPA,PRIVATO,IRCCS PRIVATO,91,ENDOCRINOLOGIA,ATTIVITA CLINICA,1086
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,70794
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,23520
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,151,NEUROLOGIA,ATTIVITA CLINICA,6326
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,2732
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,115,LABORATORIO IN GENERE,LABORATORIO,80267
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,7827
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",715,ASST DI LECCO,PUBBLICO,ASST,221,PNEUMOLOGIA,ATTIVITA CLINICA,3327
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",946,ISTITUTO ORTOPEDICO GALEAZZI SPA,PRIVATO,IRCCS PRIVATO,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,631
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,151,NEUROLOGIA,ATTIVITA CLINICA,32749
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",720,ASST DI BERGAMO EST,PUBBLICO,ASST,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,79484
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",709,ASST DI LODI,PUBBLICO,ASST,241,RADIOTERAPIA,ATTIVITA CLINICA,11491
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,22739
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,10658
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",944,FONDAZIONE S. MAUGERI - LISSONE,PRIVATO,IRCCS PRIVATO,181,ONCOLOGIA,ATTIVITA CLINICA,6
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,13409
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",939,ISTITUTO MONDINO - PAVIA,PRIVATO,IRCCS PRIVATO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,64
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,59420
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,13924
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,10097
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,6044
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,9492
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,261,ALTRO IN GENERE,MAC,15727
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,21,CARDIOLOGIA,ATTIVITA CLINICA,66258
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,5130
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,21,CARDIOLOGIA,ATTIVITA CLINICA,59286
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,261,ALTRO IN GENERE,MAC,12983
2015,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,546036
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,151,NEUROLOGIA,ATTIVITA CLINICA,25014
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",920,INRCA CENTRO PER LE BRONC. - CASATENOVO,PUBBLICO,IRCCS PUBBLICO,112,CHIMICA CLINICA,LABORATORIO,111200
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",933,FOND.CL.LAV.-PV-RRF CASTELGOFFREDO,PRIVATO,IRCCS PRIVATO,261,ALTRO IN GENERE,ATTIVITA CLINICA,61
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,221,PNEUMOLOGIA,ATTIVITA CLINICA,115915
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,181,ONCOLOGIA,ATTIVITA CLINICA,10171
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",704,ASST CENTRO SPECIALISTICO ORTOPEDICO TRAUMATOLOGICO GAETANO PINI/CTO,PUBBLICO,ASST,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,1861
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,20572
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,5933
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PUBBLICO,ATS,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,20
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,221,PNEUMOLOGIA,ATTIVITA CLINICA,23822
2016,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",940,FOND. CL. DEL LAVORO - MONTESCANO,PRIVATO,IRCCS PRIVATO,151,NEUROLOGIA,ATTIVITA CLINICA,2321
