ANNO,PROVINCIA,GENERE,GRUPPO CAUSA DI MORTE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2012,CREMONA,F,Tumori,tumori maligni-di cui tumori maligni del seno,10.0131151,45.13644491,117,"(45.13644491, 10.0131151)"
2012,LECCO,F,Tumori,tumori maligni-di cui tumori maligni della vescica,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2013,CREMONA,M,Alcune malattie infettive e parassitarie,epatite virale,10.0131151,45.13644491,10,"(45.13644491, 10.0131151)"
2015,BERGAMO,M,Tumori,tumori maligni-di cui tumori maligni del pancreas,9.63853045,45.68012929,122,"(45.68012929, 9.63853045)"
2015,ITALIA,M,Alcune malattie infettive e parassitarie,epatite virale,,,1338,
2015,SONDRIO,M,Tumori,tumori maligni-di cui altri tumori maligni,9.879429303,46.1707552,44,"(46.1707552, 9.879429303)"
2014,LODI,F,Tumori,tumori maligni-di cui altri tumori maligni,9.510140481,45.31535435,37,"(45.31535435, 9.510140481)"
2013,COMO,M,Tumori,tumori maligni-di cui altri tumori maligni,9.039360974,45.80216962,115,"(45.80216962, 9.039360974)"
2015,LODI,M,Tumori,tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.510140481,45.31535435,47,"(45.31535435, 9.510140481)"
2012,REGIONE LOMBARDIA,M,Tumori,tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,,,279,
2014,MANTOVA,F,Tumori,tumori maligni-di cui leucemia,10.77086348,45.14135331,19,"(45.14135331, 10.77086348)"
2012,LECCO,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,9.388156645,45.85028614,14,"(45.85028614, 9.388156645)"
2015,BERGAMO,F,Tumori,tumori non maligni (benigni e di comportamento incerto),9.63853045,45.68012929,62,"(45.68012929, 9.63853045)"
2013,MANTOVA,F,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,10.77086348,45.14135331,10,"(45.14135331, 10.77086348)"
2014,COMO,M,Tumori,tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.039360974,45.80216962,22,"(45.80216962, 9.039360974)"
2013,BRESCIA,F,Alcune malattie infettive e parassitarie,tubercolosi,10.18167955,45.51939749,1,"(45.51939749, 10.18167955)"
2013,VARESE,F,Tumori,tumori maligni-di cui tumori maligni del pancreas,8.80650544,45.80041256,100,"(45.80041256, 8.80650544)"
2013,MANTOVA,M,Tumori,tumori maligni-di cui tumori maligni del seno,10.77086348,45.14135331,1,"(45.14135331, 10.77086348)"
2015,BERGAMO,F,Tumori,tumori maligni-di cui morbo di hodgkin e linfomi,9.63853045,45.68012929,45,"(45.68012929, 9.63853045)"
2015,SONDRIO,F,"Malattie endocrine, nutrizionali e metaboliche",diabete mellito,9.879429303,46.1707552,21,"(46.1707552, 9.879429303)"
2014,LECCO,F,Disturbi psichici e comportamentali,demenza,9.388156645,45.85028614,68,"(45.85028614, 9.388156645)"
2014,MANTOVA,M,Alcune malattie infettive e parassitarie,tubercolosi,10.77086348,45.14135331,1,"(45.14135331, 10.77086348)"
2013,MANTOVA,F,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2015,ITALIA,M,Alcune malattie infettive e parassitarie,aids (malattia da hiv),,,518,
2012,REGIONE LOMBARDIA,M,Tumori,tumori maligni-di cui tumori maligni dello stomaco,,,1163,
2014,MONZA E DELLA BRIANZA,M,Tumori,tumori maligni-di cui tumori maligni del rene,9.258430902,45.5823624,26,"(45.5823624, 9.258430902)"
2015,BERGAMO,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,9.63853045,45.68012929,39,"(45.68012929, 9.63853045)"
2014,BERGAMO,F,Tumori,tumori maligni-di cui tumori maligni della prostata,9.63853045,45.68012929,,"(45.68012929, 9.63853045)"
2013,VARESE,M,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2015,BRESCIA,M,Tumori,tumori maligni-di cui tumori maligni della vescica,10.18167955,45.51939749,64,"(45.51939749, 10.18167955)"
2015,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni della tiroide,,,56,
2013,BRESCIA,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",10.18167955,45.51939749,39,"(45.51939749, 10.18167955)"
2014,MONZA E DELLA BRIANZA,F,Tumori,tumori maligni-di cui melanomi maligni della cute,9.258430902,45.5823624,14,"(45.5823624, 9.258430902)"
2013,VARESE,M,Tumori,tumori maligni-di cui tumori maligni della vescica,8.80650544,45.80041256,50,"(45.80041256, 8.80650544)"
2012,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,,,552,
2014,MANTOVA,M,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",10.77086348,45.14135331,168,"(45.14135331, 10.77086348)"
2015,MILANO,F,Tumori,tumori maligni-di cui melanomi maligni della cute,9.18951,45.46427,46,"(45.46427, 9.18951)"
2014,CREMONA,M,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2015,ITALIA,M,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,,,1224,
2012,ITALIA,M,Tumori,tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,,,1790,
2012,COMO,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.039360974,45.80216962,29,"(45.80216962, 9.039360974)"
2014,PAVIA,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.14034225,45.18407925,43,"(45.18407925, 9.14034225)"
2014,BRESCIA,M,Alcune malattie infettive e parassitarie,aids (malattia da hiv),10.18167955,45.51939749,25,"(45.51939749, 10.18167955)"
2013,BRESCIA,M,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,10.18167955,45.51939749,14,"(45.51939749, 10.18167955)"
2012,PAVIA,M,Tumori,tumori non maligni (benigni e di comportamento incerto),9.14034225,45.18407925,41,"(45.18407925, 9.14034225)"
2012,BRESCIA,M,Tumori,"tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",10.18167955,45.51939749,191,"(45.51939749, 10.18167955)"
2014,LODI,M,Alcune malattie infettive e parassitarie,aids (malattia da hiv),9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2015,BRESCIA,F,Alcune malattie infettive e parassitarie,epatite virale,10.18167955,45.51939749,34,"(45.51939749, 10.18167955)"
2014,LECCO,M,Tumori,tumori maligni-di cui tumori maligni della laringe,9.388156645,45.85028614,7,"(45.85028614, 9.388156645)"
2012,LODI,M,Tumori,tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.510140481,45.31535435,7,"(45.31535435, 9.510140481)"
2014,CREMONA,M,Tumori,tumori maligni-di cui tumori maligni della laringe,10.0131151,45.13644491,7,"(45.13644491, 10.0131151)"
2015,MILANO,F,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,9.18951,45.46427,423,"(45.46427, 9.18951)"
2012,VARESE,F,Alcune malattie infettive e parassitarie,tubercolosi,8.80650544,45.80041256,2,"(45.80041256, 8.80650544)"
2013,REGIONE LOMBARDIA,M,Tumori,tumori maligni-di cui tumori maligni del pancreas,,,1029,
2012,CREMONA,F,Tumori,tumori maligni-di cui tumori maligni dell'esofago,10.0131151,45.13644491,4,"(45.13644491, 10.0131151)"
2013,SONDRIO,M,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,9.879429303,46.1707552,24,"(46.1707552, 9.879429303)"
2014,BRESCIA,F,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2013,COMO,F,Tumori,tumori maligni-di cui tumori maligni dello stomaco,9.039360974,45.80216962,50,"(45.80216962, 9.039360974)"
2015,SONDRIO,M,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.879429303,46.1707552,6,"(46.1707552, 9.879429303)"
2014,SONDRIO,M,"Malattie endocrine, nutrizionali e metaboliche",diabete mellito,9.879429303,46.1707552,27,"(46.1707552, 9.879429303)"
2013,MANTOVA,F,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",10.77086348,45.14135331,7,"(45.14135331, 10.77086348)"
2014,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,,,528,
2013,MONZA E DELLA BRIANZA,F,Tumori,"tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.258430902,45.5823624,112,"(45.5823624, 9.258430902)"
2015,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,,,324,
2015,LODI,F,Disturbi psichici e comportamentali,demenza,9.510140481,45.31535435,38,"(45.31535435, 9.510140481)"
2015,MONZA E DELLA BRIANZA,F,Tumori,tumori non maligni (benigni e di comportamento incerto),9.258430902,45.5823624,66,"(45.5823624, 9.258430902)"
2014,SONDRIO,F,Tumori,tumori maligni-di cui tumori maligni della tiroide,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2013,REGIONE LOMBARDIA,M,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",,,4153,
2012,VARESE,M,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",8.80650544,45.80041256,373,"(45.80041256, 8.80650544)"
2012,MONZA E DELLA BRIANZA,M,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.258430902,45.5823624,16,"(45.5823624, 9.258430902)"
2015,CREMONA,M,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,10.0131151,45.13644491,12,"(45.13644491, 10.0131151)"
2013,COMO,M,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.039360974,45.80216962,24,"(45.80216962, 9.039360974)"
2012,ITALIA,F,Alcune malattie infettive e parassitarie,aids (malattia da hiv),,,191,
2015,VARESE,M,Tumori,tumori maligni-di cui tumori maligni della vescica,8.80650544,45.80041256,53,"(45.80041256, 8.80650544)"
2014,MONZA E DELLA BRIANZA,M,Tumori,tumori maligni-di cui tumori maligni della prostata,9.258430902,45.5823624,94,"(45.5823624, 9.258430902)"
2015,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni del rene,10.18167955,45.51939749,43,"(45.51939749, 10.18167955)"
2014,LODI,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.510140481,45.31535435,41,"(45.31535435, 9.510140481)"
2013,SONDRIO,M,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2014,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,10.18167955,45.51939749,39,"(45.51939749, 10.18167955)"
2015,LODI,M,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.510140481,45.31535435,1,"(45.31535435, 9.510140481)"
2012,ITALIA,M,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,,,3763,
2015,MILANO,F,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,9.18951,45.46427,174,"(45.46427, 9.18951)"
2014,LECCO,M,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2014,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni del pancreas,10.18167955,45.51939749,144,"(45.51939749, 10.18167955)"
2012,BERGAMO,F,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.63853045,45.68012929,16,"(45.68012929, 9.63853045)"
2012,ITALIA,F,Tumori,tumori maligni-di cui tumori maligni dell'esofago,,,446,
2015,REGIONE LOMBARDIA,M,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,,,,
2014,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,10.18167955,45.51939749,34,"(45.51939749, 10.18167955)"
2014,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni del seno,10.18167955,45.51939749,245,"(45.51939749, 10.18167955)"
2012,MONZA E DELLA BRIANZA,M,Tumori,tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.258430902,45.5823624,25,"(45.5823624, 9.258430902)"
2012,MILANO,F,Tumori,tumori maligni-di cui morbo di hodgkin e linfomi,9.18951,45.46427,149,"(45.46427, 9.18951)"
2013,LODI,F,Tumori,tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.510140481,45.31535435,22,"(45.31535435, 9.510140481)"
2014,MANTOVA,F,Tumori,tumori maligni-di cui morbo di hodgkin e linfomi,10.77086348,45.14135331,16,"(45.14135331, 10.77086348)"
2012,CREMONA,F,Tumori,tumori maligni-di cui leucemia,10.0131151,45.13644491,12,"(45.13644491, 10.0131151)"
2015,MILANO,F,Tumori,tumori maligni-di cui altri tumori maligni,9.18951,45.46427,663,"(45.46427, 9.18951)"
2012,CREMONA,F,Tumori,"tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",10.0131151,45.13644491,44,"(45.13644491, 10.0131151)"
2013,MILANO,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",9.18951,45.46427,7,"(45.46427, 9.18951)"
2015,BRESCIA,F,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,10.18167955,45.51939749,13,"(45.51939749, 10.18167955)"
2013,COMO,F,Disturbi psichici e comportamentali,demenza,9.039360974,45.80216962,111,"(45.80216962, 9.039360974)"
2015,COMO,M,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2015,MILANO,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.18951,45.46427,201,"(45.46427, 9.18951)"
2014,COMO,F,"Malattie endocrine, nutrizionali e metaboliche","altre malattie endocrine, nutrizionali e metaboliche",9.039360974,45.80216962,28,"(45.80216962, 9.039360974)"
2013,BERGAMO,F,Tumori,tumori maligni-di cui altri tumori maligni,9.63853045,45.68012929,224,"(45.68012929, 9.63853045)"
2013,MILANO,M,"Malattie endocrine, nutrizionali e metaboliche",diabete mellito,9.18951,45.46427,355,"(45.46427, 9.18951)"
2012,BERGAMO,F,Tumori,tumori maligni-di cui tumori maligni del rene,9.63853045,45.68012929,19,"(45.68012929, 9.63853045)"
2012,BRESCIA,F,Alcune malattie infettive e parassitarie,altre malattie infettive e parassitarie,10.18167955,45.51939749,82,"(45.51939749, 10.18167955)"
2012,CREMONA,M,Tumori,tumori maligni-di cui tumori maligni della laringe,10.0131151,45.13644491,10,"(45.13644491, 10.0131151)"
2012,BERGAMO,M,Tumori,tumori maligni-di cui tumori maligni della cervice uterina,9.63853045,45.68012929,,"(45.68012929, 9.63853045)"
2013,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni del rene,,,247,
2013,MANTOVA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,10.77086348,45.14135331,20,"(45.14135331, 10.77086348)"
2015,MONZA E DELLA BRIANZA,M,Tumori,tumori maligni-di cui tumori maligni della laringe,9.258430902,45.5823624,17,"(45.5823624, 9.258430902)"
2012,ITALIA,F,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,,,1851,
2014,MANTOVA,M,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,10.77086348,45.14135331,9,"(45.14135331, 10.77086348)"
2015,COMO,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.039360974,45.80216962,91,"(45.80216962, 9.039360974)"
2014,MONZA E DELLA BRIANZA,F,Tumori,tumori maligni-di cui tumori maligni dell'esofago,9.258430902,45.5823624,6,"(45.5823624, 9.258430902)"
2012,REGIONE LOMBARDIA,M,Tumori,tumori maligni-di cui morbo di hodgkin e linfomi,,,473,
2015,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui tumori maligni della laringe,,,23,
2015,LODI,F,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.510140481,45.31535435,7,"(45.31535435, 9.510140481)"
2015,MANTOVA,M,Tumori,"tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",10.77086348,45.14135331,12,"(45.14135331, 10.77086348)"
2012,MANTOVA,M,Tumori,tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,10.77086348,45.14135331,55,"(45.14135331, 10.77086348)"
2015,REGIONE LOMBARDIA,F,Alcune malattie infettive e parassitarie,aids (malattia da hiv),,,31,
2015,REGIONE LOMBARDIA,F,Tumori,tumori maligni-di cui leucemia,,,388,
2013,SONDRIO,M,Tumori,tumori maligni-di cui tumori maligni del rene,9.879429303,46.1707552,9,"(46.1707552, 9.879429303)"
2013,MONZA E DELLA BRIANZA,F,Tumori,tumori maligni-di cui melanomi maligni della cute,9.258430902,45.5823624,9,"(45.5823624, 9.258430902)"
2012,MANTOVA,M,Tumori,tumori maligni-di cui melanomi maligni della cute,10.77086348,45.14135331,4,"(45.14135331, 10.77086348)"
2012,VARESE,M,Tumori,tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,8.80650544,45.80041256,30,"(45.80041256, 8.80650544)"
2012,CREMONA,F,Tumori,tumori maligni-di cui tumori maligni della prostata,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2013,PAVIA,M,Tumori,tumori non maligni (benigni e di comportamento incerto),9.14034225,45.18407925,29,"(45.18407925, 9.14034225)"
2014,ITALIA,M,Tumori,tumori maligni-di cui tumori maligni della tiroide,,,215,
2012,LECCO,M,Disturbi psichici e comportamentali,abuso di alcool (compresa psicosi alcolica),9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2013,MILANO,M,Tumori,tumori maligni-di cui morbo di hodgkin e linfomi,9.18951,45.46427,177,"(45.46427, 9.18951)"
2014,VARESE,F,Tumori,tumori maligni-di cui tumori maligni dello stomaco,8.80650544,45.80041256,41,"(45.80041256, 8.80650544)"
2014,LODI,F,Tumori,tumori maligni-di cui tumori maligni del seno,9.510140481,45.31535435,59,"(45.31535435, 9.510140481)"
2014,MANTOVA,F,Tumori,tumori maligni-di cui tumori maligni di altre parti dell'utero,10.77086348,45.14135331,24,"(45.14135331, 10.77086348)"
2014,BRESCIA,F,Malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,10.18167955,45.51939749,19,"(45.51939749, 10.18167955)"
2015,LODI,F,Alcune malattie infettive e parassitarie,epatite virale,9.510140481,45.31535435,7,"(45.31535435, 9.510140481)"
2015,VARESE,F,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,8.80650544,45.80041256,49,"(45.80041256, 8.80650544)"
2013,CREMONA,F,Tumori,tumori maligni-di cui tumori maligni dell'ovaio,10.0131151,45.13644491,14,"(45.13644491, 10.0131151)"
2012,MANTOVA,F,Tumori,"tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",10.77086348,45.14135331,70,"(45.14135331, 10.77086348)"
2013,MANTOVA,M,Tumori,tumori maligni-di cui altri tumori maligni,10.77086348,45.14135331,80,"(45.14135331, 10.77086348)"
2015,CREMONA,M,Tumori,tumori maligni-di cui morbo di hodgkin e linfomi,10.0131151,45.13644491,15,"(45.13644491, 10.0131151)"
2015,BERGAMO,M,Tumori,tumori maligni-di cui tumori maligni del rene,9.63853045,45.68012929,46,"(45.68012929, 9.63853045)"
