ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2015,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,26,MEDICINA GENERALE,10.621101,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,26,MEDICINA GENERALE,8.624549,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,07,CARDIOCHIRURGIA,13.95748,0
2015,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,37,OSTETRICIA E GINECOLOGIA,4.284939,1
2014,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',38,OTORINOLARINGOIATRIA,1.793478,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,36,ORTOPEDIA E TRAUMATOLOGIA,4.955836,1
2015,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,36,ORTOPEDIA E TRAUMATOLOGIA,6.85259,1
2012,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,31,NIDO,3.580645,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,68,PNEUMOLOGIA,17.411765,4.2
2013,322 - ATS DELL'INSUBRIA,030003-00,OSPEDALE F. DEL PONTE - VARESE,37,OSTETRICIA E GINECOLOGIA,3.642214,1
2013,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,36,ORTOPEDIA E TRAUMATOLOGIA,4.205723,0
2013,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,56,RECUPERO E RIABILITAZIONE FUNZIONALE,18.858852,8.142857
2012,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,60,LUNGODEGENTI,55,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,61,MEDICINA NUCLEARE,3.830769,0
2013,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,29,NEFROLOGIA,7.734496,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030110-00,CASA DI CURA S. GIOVANNI - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,1.563722,0
2013,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,64,ONCOLOGIA,14.111364,1.277108
2013,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,14,CHIRURGIA VASCOLARE,3.383382,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030075-00,OSPEDALE C.CANTU'-ABBIATEGRASSO,09,CHIRURGIA GENERALE,5.031464,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,30,NEUROCHIRURGIA,10.276808,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030110-00,CASA DI CURA S. GIOVANNI - MILANO,43,UROLOGIA,3.52381,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,34,OCULISTICA,4.178571,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",07,CARDIOCHIRURGIA,14.962315,0
2015,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,11,CHIRURGIA PEDIATRICA,2.304918,1
2014,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,32,NEUROLOGIA,7,0
2015,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,58,GASTROENTEROLOGIA,7.174853,2.388889
2014,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,40,PSICHIATRIA,16.207493,0
2015,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,09,CHIRURGIA GENERALE,8.191121,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",43,UROLOGIA,4.469711,0
2013,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,68,PNEUMOLOGIA,10.743178,0
2015,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.356189,1.87
2014,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,51,ASTANTERIA,5.68125,0
2014,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,12.764423,0
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.911708,1.522124
2015,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,26,MEDICINA GENERALE,8.3229,1
2015,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,32,NEUROLOGIA,8.84507,0
2014,325 - ATS DI BERGAMO,030149-00,CASA DI CURA QUARENGHI-S.PELLEGRINO T.,60,LUNGODEGENTI,19.383721,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,08,CARDIOLOGIA,8.561947,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030080-00,OSPEDALE ROSSI - CASALPUSTERLENGO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.502793,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,09,CHIRURGIA GENERALE,6.385798,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,64,ONCOLOGIA,9.041176,1
2015,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO-CASALMAGGIORE,08,CARDIOLOGIA,7.475758,0
2015,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,26,MEDICINA GENERALE,7.72328,9.277778
2013,324 - ATS DELLA BRIANZA,030034-00,CASA DI CURA G.B. MANGIONI - LECCO,26,MEDICINA GENERALE,9.150943,0
2015,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,09,CHIRURGIA GENERALE,4.794569,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,39,PEDIATRIA,3.878205,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,58,GASTROENTEROLOGIA,9.508897,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,67,PENSIONANTI,2.890798,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",7.222222,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,43,UROLOGIA,3.278963,1
2014,324 - ATS DELLA BRIANZA,030381-00,FOND. MB PER IL BAMBINO E LA SUA MAMMA - MONZA,73,TERAPIA INTENSIVA NEONATALE,9.933962,0
2016,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,09,CHIRURGIA GENERALE,4.532762,1
2016,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,37,OSTETRICIA E GINECOLOGIA,3.619279,1
2015,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,40,PSICHIATRIA,19.132824,8.640719
2016,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,37,OSTETRICIA E GINECOLOGIA,3.853379,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,39,PEDIATRIA,3.952684,1.338983
2016,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,26,MEDICINA GENERALE,11.584022,0
2013,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,31.658416,44.066667
2013,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,62,NEONATOLOGIA,6.543689,0
2013,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,10,CHIRURGIA MAXILLO-FACCIALE,6.230088,0
2013,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,38,OTORINOLARINGOIATRIA,1.377289,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,40,PSICHIATRIA,9.512295,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,24,MALATTIE INFETTIVE E TROPICALI,17.6743,10.346939
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-02,OSPEDALE SERBELLONI - GORGONZOLA,64,ONCOLOGIA,10.881416,0
2016,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,62,NEONATOLOGIA,4.869318,0
2015,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,26,MEDICINA GENERALE,9.653947,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,09,CHIRURGIA GENERALE,7.464951,1
2013,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,64,ONCOLOGIA,6.963041,3.857143
2016,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,32,NEUROLOGIA,11.053968,0
2013,326 - ATS DI BRESCIA,030362-00,RESIDENZA ANNI AZZURRI - REZZATO,60,LUNGODEGENTI,25.664103,0
2016,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,26,MEDICINA GENERALE,12.940758,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,64,ONCOLOGIA,11.582386,0
2014,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,24,MALATTIE INFETTIVE E TROPICALI,11.869565,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",8.286585,0
2016,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,64,ONCOLOGIA,10.145251,10.5
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,08,CARDIOLOGIA,4.075647,0
2015,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,50,UNITA' CORONARICA,3.470588,0
2015,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,07,CARDIOCHIRURGIA,12.933896,1
2014,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,12,CHIRURGIA PLASTICA,1.459794,1
2016,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,32,NEUROLOGIA,11.051643,0
2016,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,40,PSICHIATRIA,14.19788,13.272727
2016,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,5.830216,1
2015,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,38,OTORINOLARINGOIATRIA,3.607565,1
2015,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,98,DAY SURGERY,1,1
2016,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,49,TERAPIA INTENSIVA,15.084507,0
2016,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,08,CARDIOLOGIA,5.601796,1
2016,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,08,CARDIOLOGIA,4.933128,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,26,MEDICINA GENERALE,15.24375,1
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,08,CARDIOLOGIA,7.457468,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,26,MEDICINA GENERALE,9.330306,5
2016,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,26,MEDICINA GENERALE,8.895522,0
2016,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,26,MEDICINA GENERALE,13.2836,0
2016,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,26.598738,0
2016,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,26,MEDICINA GENERALE,8.996988,2.142857
2016,327 - ATS DELLA VAL PADANA,030353-00,OSPEDALE CIVILE DI VOLTA MANTOVANA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.06768,18.341463
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,40,PSICHIATRIA,12.068807,10.684211
2016,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,49,TERAPIA INTENSIVA,7.189655,0
2017,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,36,ORTOPEDIA E TRAUMATOLOGIA,4.709677,1
2012,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO S.R.L.-OSIO SOTTO,58,GASTROENTEROLOGIA,3.732026,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,60,LUNGODEGENTI,19.55,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,62,NEONATOLOGIA,9.579869,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,50,UNITA' CORONARICA,6.644737,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,64,ONCOLOGIA,16.157895,0
2013,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,75,NEURO-RIABILITAZIONE,46.257813,0
2017,325 - ATS DI BERGAMO,030350-00,OSPEDALE S.ISIDORO - TRESCORE B.,56,RECUPERO E RIABILITAZIONE FUNZIONALE,28.204009,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,30,NEUROCHIRURGIA,10.098121,1
2017,326 - ATS DI BRESCIA,030294-00,CASA DI CURA  DOMUS SALUTIS - BRESCIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,17.867347,0
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,12,CHIRURGIA PLASTICA,3.712121,0
2017,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,39,PEDIATRIA,4.042834,1
2016,328 - ATS DI PAVIA,030191-00,OSPEDALE S.MARTINO - MEDE,26,MEDICINA GENERALE,8.398785,0
2017,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,64,ONCOLOGIA,8.179704,1
2016,326 - ATS DI BRESCIA,030366-00,DOMINATO LEONENSE SANITA' - LENO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.436131,0
2016,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,08,CARDIOLOGIA,6.124246,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,39,PEDIATRIA,9.29255,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,26,MEDICINA GENERALE,4.290323,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,33,NEUROPSICHIATRIA INFANTILE,6.440132,0
2017,328 - ATS DI PAVIA,030940-00,IRCCS CENTRO MEDICO MONTESCANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,29.451331,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,39,PEDIATRIA,3.472385,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-01,OSPEDALE S. MARIA DELLE STELLE MELZO,38,OTORINOLARINGOIATRIA,3.702869,0
2017,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,09,CHIRURGIA GENERALE,7.856688,1
2017,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,08,CARDIOLOGIA,5.983471,1
2017,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,36,ORTOPEDIA E TRAUMATOLOGIA,4.981069,1
2017,327 - ATS DELLA VAL PADANA,030353-00,OSPEDALE CIVILE DI VOLTA MANTOVANA,98,DAY SURGERY,0,1
2017,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,08,CARDIOLOGIA,6.68,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,68,PNEUMOLOGIA,7.326904,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,08,CARDIOLOGIA,8.656846,1
2017,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,50,UNITA' CORONARICA,5.97561,0
2017,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,50,UNITA' CORONARICA,10.333333,0
2012,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,50,UNITA' CORONARICA,4.308642,0
2014,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,50,UNITA' CORONARICA,3.942857,0
2017,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,26,MEDICINA GENERALE,8.188053,0
2016,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,07,CARDIOCHIRURGIA,14.990683,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,58,GASTROENTEROLOGIA,9.23511,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,09,CHIRURGIA GENERALE,3.721612,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,47,GRANDI USTIONATI,19.314815,0
2013,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,51,ASTANTERIA,3.1,0
2013,323 - ATS DELLA MONTAGNA,030274-02,OSPEDALE VALCAMONICA - EDOLO,08,CARDIOLOGIA,10.7,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-00,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,49,TERAPIA INTENSIVA,14.833333,0
2014,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,29,NEFROLOGIA,7.718,0
2014,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,62,NEONATOLOGIA,11.797619,0
2014,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,49,TERAPIA INTENSIVA,10.045455,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,28,UNITA' SPINALE,78.293233,0
2014,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,39,PEDIATRIA,3.670433,1
2014,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,25,MEDICINA DEL LAVORO,4.271739,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,35,ODONTOIATRIA E STOMATOLOGIA,1.416667,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,58,GASTROENTEROLOGIA,5.419933,0
2013,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,49,TERAPIA INTENSIVA,18.191489,0
2013,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.78424,0
2012,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,31,NIDO,3.962441,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,49,TERAPIA INTENSIVA,20.431579,0
2017,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,36,ORTOPEDIA E TRAUMATOLOGIA,3.778491,1
2017,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,21,GERIATRIA,6.258513,0
2017,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,09,CHIRURGIA GENERALE,7.199719,1
2014,326 - ATS DI BRESCIA,030159-00,PRESIDIO OSPEDALIERO DI MONTICHIARI,37,OSTETRICIA E GINECOLOGIA,0,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030103-00,CASA DI CURA PALAZZOLO-FOND.DON GNOCCHI,26,MEDICINA GENERALE,14.845209,0
2014,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,73,TERAPIA INTENSIVA NEONATALE,20.85,0
2017,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,64,ONCOLOGIA,12.053476,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,49,TERAPIA INTENSIVA,12.107399,0
2017,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,98,DAY SURGERY,0,1
2017,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,40,PSICHIATRIA,9.488636,7.390244
2017,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,32,NEUROLOGIA,6.941964,0
2017,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,64,ONCOLOGIA,10.492562,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,50,UNITA' CORONARICA,5.776786,0
2015,322 - ATS DELL'INSUBRIA,030901-02,OSPEDALE F. DEL PONTE - VARESE,35,ODONTOIATRIA E STOMATOLOGIA,0,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,43,UROLOGIA,4.21227,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,18.192118,0
2016,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,64,ONCOLOGIA,7.645985,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,08,CARDIOLOGIA,4.065363,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",07,CARDIOCHIRURGIA,15.428005,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,32,NEUROLOGIA,1.532258,1.784483
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,15.577181,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,62,NEONATOLOGIA,11.690647,0
2016,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,75,NEURO-RIABILITAZIONE,29.869565,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,26.121693,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",64,ONCOLOGIA,4.444247,1
2013,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.485149,0
