ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE MDC,DESCRIZIONE MDC,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,21.59
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,2.19
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),19,MALATTIE E DISTURBI MENTALI,0.00,2.58
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),25,INFEZIONI DA HIV,0.00,0.13
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),24,TRAUMATISMI MULTIPLI,0.09,0.01
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,11.81,3.38
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",2.12,0.15
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),19,MALATTIE E DISTURBI MENTALI,0.00,3.05
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),22,USTIONI,0.03,0.02
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.81
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.03
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.41
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,6.32
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.09,1.54
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.54
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.35
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,17.99,0.80
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,6.97
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,2.09
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,5.63
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),02,MALATTIE E DISTURBI OCCHIO,0.00,2.12
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.35
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),22,USTIONI,0.06,0.00
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.43,0.57
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,15.98,2.89
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),06,MALATTIE E DISTURBI APPARATO DIGERENTE,10.65,1.58
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),24,TRAUMATISMI MULTIPLI,0.00,0.11
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",0.00,5.32
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.10
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,4.80
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,7.21
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.44
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,18.39
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",1.94,0.28
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.66
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,4.18
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),18,MALATTIE INFETTIVE E PARASSITARIE,2.27,0.32
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.40
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.24
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,7.71
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),22,USTIONI,0.02,0.02
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,5.69
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.90,0.65
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.91,0.33
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,15.78,3.18
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.84
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,5.66
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.46,1.61
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,2.18
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),19,MALATTIE E DISTURBI MENTALI,0.00,2.74
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,1.01
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.28,0.20
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.77
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.55,0.89
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),19,MALATTIE E DISTURBI MENTALI,0.00,3.51
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,1.43,1.07
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,12.15
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),14,"GRAVIDANZA, PARTO E PUERPERIO",10.38,1.32
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),24,TRAUMATISMI MULTIPLI,0.11,0.02
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,4.01,0.39
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),02,MALATTIE E DISTURBI OCCHIO,0.00,2.21
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),19,MALATTIE E DISTURBI MENTALI,0.00,2.67
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),14,"GRAVIDANZA, PARTO E PUERPERIO",9.29,1.50
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.54
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.55,0.10
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),01,MALATTIE E DISTURBI SISTEMA NERVOSO,0.00,9.42
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",0.00,5.36
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),02,MALATTIE E DISTURBI OCCHIO,0.00,2.05
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.47
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,0.98
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.40,1.64
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.08
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.86,0.64
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),NA,MDC NON APPLICABILE,0.02,0.04
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.29,0.30
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),24,TRAUMATISMI MULTIPLI,0.00,0.11
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,1.05
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),02,MALATTIE E DISTURBI OCCHIO,0.00,1.73
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),02,MALATTIE E DISTURBI OCCHIO,1.07,1.15
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.13
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.11
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,2.94
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.97,0.39
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",2.02,0.61
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),14,"GRAVIDANZA, PARTO E PUERPERIO",7.35,1.14
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,11.59
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,2.43,0.17
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),01,MALATTIE E DISTURBI SISTEMA NERVOSO,6.93,1.22
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",0.00,5.44
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,12.04,3.12
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.13,0.22
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,12.07,5.34
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),25,INFEZIONI DA HIV,0.12,0.01
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.38
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.47,0.36
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.42
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,6.28
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),18,MALATTIE INFETTIVE E PARASSITARIE,1.73,0.16
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.95,1.77
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),25,INFEZIONI DA HIV,0.10,0.02
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,8.96,1.01
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.49,0.22
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),22,USTIONI,0.00,0.06
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.00,1.26
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,3.16,0.35
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),NA,MDC NON APPLICABILE,0.01,0.05
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.06
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.21
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),19,MALATTIE E DISTURBI MENTALI,2.37,0.08
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),22,USTIONI,0.02,0.02
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.25
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.08
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,8.34,1.26
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),19,MALATTIE E DISTURBI MENTALI,0.00,3.04
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.34
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,4.46
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,3.16
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.79
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.89
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.85
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.73,0.79
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),19,MALATTIE E DISTURBI MENTALI,0.00,3.25
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.46,0.57
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),25,INFEZIONI DA HIV,0.04,0.02
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,5.41,0.64
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),18,MALATTIE INFETTIVE E PARASSITARIE,1.74,0.21
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.77,0.64
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),24,TRAUMATISMI MULTIPLI,0.00,0.13
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.39,1.09
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),19,MALATTIE E DISTURBI MENTALI,0.00,3.47
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),01,MALATTIE E DISTURBI SISTEMA NERVOSO,0.00,8.96
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),02,MALATTIE E DISTURBI OCCHIO,0.00,2.11
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",0.00,4.79
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.55
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,9.63
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.51
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.50
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.93,0.65
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),01,MALATTIE E DISTURBI SISTEMA NERVOSO,0.00,8.43
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,3.01
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,10.44,4.53
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.31
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,12.53
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),02,MALATTIE E DISTURBI OCCHIO,1.19,0.69
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.78
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.57,2.74
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),NA,MDC NON APPLICABILE,0.00,0.05
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.55
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.93
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),02,MALATTIE E DISTURBI OCCHIO,0.00,1.50
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),01,MALATTIE E DISTURBI SISTEMA NERVOSO,0.00,13.71
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.95,0.28
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.63
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,1.25,1.61
