ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,ATC_LIVELLO_1,DESCRIZIONE_ATC_LIVELLO_1,ATC_LIVELLO_2,DESCRIZIONE_ATC_LIVELLO_2,CONF_PER_ PRIMI_10_ATC_LIVELLO2
2014,323,ATS DELLA MONTAGNA,D,DERMATOLOGICI,D06,ANTIBIOTICI E CHEMIOTERAPICI PER USO DERMATOLOGICO,195
2017,30,REGIONE LOMBARDIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,326207
2017,328,ATS DI PAVIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,248
2012,30,REGIONE LOMBARDIA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,10269783
2013,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,221999
2014,323,ATS DELLA MONTAGNA,D,DERMATOLOGICI,D05,ANTIPSORIASICI,10070
2014,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,32589
2016,325,ATS DI BERGAMO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,9244
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",8961
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,780107
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,528431
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A06,FARMACI PER LA COSTIPAZIONE,10
2012,324,ATS DELLA BRIANZA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,13665
2012,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G02,ALTRI GINECOLOGICI,9250
2014,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,2356
2015,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,842402
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,254735
2016,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,782905
2012,324,ATS DELLA BRIANZA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,36532
2017,328,ATS DI PAVIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,156567
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A06,FARMACI PER LA COSTIPAZIONE,27
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,84597
2015,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,125055
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,475728
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,164053
2014,323,ATS DELLA MONTAGNA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,69091
2016,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N03,ANTIEPILETTICI,542757
2016,325,ATS DI BERGAMO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,43024
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,456599
2017,324,ATS DELLA BRIANZA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,9006
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,61096
2016,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N02,ANALGESICI,438890
2016,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N07,ALTRI FARMACI DEL SISTEMA NERVOSO,19445
2012,30,REGIONE LOMBARDIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,18940
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,180583
2012,324,ATS DELLA BRIANZA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,71288
2013,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,980851
2013,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,3142179
2013,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,643
2013,328,ATS DI PAVIA,D,DERMATOLOGICI,D05,ANTIPSORIASICI,23825
2013,328,ATS DI PAVIA,D,DERMATOLOGICI,D06,ANTIBIOTICI E CHEMIOTERAPICI PER USO DERMATOLOGICO,382
2014,326,ATS DI BRESCIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,29235
2014,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1118
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,155807
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,102
2013,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,515701
2014,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,263237
2015,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,5373830
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,2042983
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",58583
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,4960
2013,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,511008
2013,325,ATS DI BERGAMO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,7457
2014,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J06,SIERI IMMUNI ED IMMUNOGLOBULINE,829
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A06,FARMACI PER LA COSTIPAZIONE,44
2013,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,657993
2013,328,ATS DI PAVIA,D,DERMATOLOGICI,D01,ANTIMICOTICI PER USO DERMATOLOGICO,4269
2016,323,ATS DELLA MONTAGNA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,12376
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",147054
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,606332
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,22980
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,28
2015,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,314000
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,41532
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,263
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,2830
2014,324,ATS DELLA BRIANZA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,261472
2015,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,238213
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,7463
2016,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,181011
2016,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,227444
2013,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,201884
2014,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,13105
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,25
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,76364
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,1473
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",3942
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,228040
2013,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,2682
2015,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,9176817
2015,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,24367764
2012,30,REGIONE LOMBARDIA,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,41648
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,21390
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,1879
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,42926
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,868
2012,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,378004
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,600561
2014,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B03,FARMACI ANTIANEMICI,51573
2014,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B05,SUCCEDANEI DEL SANGUE E SOLUZIONI PERFUSIONALI,19642
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,25185
2017,328,ATS DI PAVIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,4067
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,116590
2013,325,ATS DI BERGAMO,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,37966
2013,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,234977
2013,328,ATS DI PAVIA,D,DERMATOLOGICI,D07,"CORTICOSTEROIDI, PREPARATI DERMATOLOGICI",3773
2015,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C01,TERAPIA CARDIACA,4061448
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,142577
2016,328,ATS DI PAVIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,23427
2017,30,REGIONE LOMBARDIA,V,VARI,V04,DIAGNOSTICI,195
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,2650522
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,114978
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,1589680
2013,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,1010064
2014,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,3621
2014,326,ATS DI BRESCIA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P02,ANTIELMINTICI,8758
2015,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,7704741
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,24993
2012,323,ATS DELLA MONTAGNA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,11955
2014,323,ATS DELLA MONTAGNA,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,311344
2014,328,ATS DI PAVIA,R,SISTEMA RESPIRATORIO,R06,ANTISTAMINICI PER USO SISTEMICO,78348
2015,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,1850722
2017,328,ATS DI PAVIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,2180
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A09,"DIGESTIVI, INCLUSI GLI ENZIMI",25053
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B06,ALTRI AGENTI EMATOLOGICI,70
2013,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,1203869
2013,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L01,ANTINEOPLASTICI,26223
2016,322,ATS DELL'INSUBRIA,N,SISTEMA NERVOSO,N01,ANESTETICI,11505
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,3799
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,10
2017,328,ATS DI PAVIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H03,TERAPIA TIROIDEA,106201
2017,328,ATS DI PAVIA,V,VARI,V03,TUTTI GLI ALTRI PRODOTTI TERAPEUTICI,25125
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,572020
2013,323,ATS DELLA MONTAGNA,S,ORGANI DI SENSO,S01,OFTALMOLOGICI,65804
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",234788
2013,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,46272
2014,323,ATS DELLA MONTAGNA,D,DERMATOLOGICI,D01,ANTIMICOTICI PER USO DERMATOLOGICO,3144
2015,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,41608
2016,327,ATS DELLA VAL PADANA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A04,ANTIEMETICI E ANTINAUSEA,3090
2017,324,ATS DELLA BRIANZA,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",P01,ANTIPROTOZOARI,39821
2012,30,REGIONE LOMBARDIA,J,ANTINFETTIVI PER USO SISTEMICO,J05,ANTIVIRALI PER USO SISTEMICO,190094
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B02,ANTIEMORRAGICI,42287
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,2042402
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,10318
2012,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A11,VITAMINE,172539
2012,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,176323
2013,326,ATS DI BRESCIA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H01,ORMONI IPOFISARI ED IPOTALAMICI ED ANALOGHI,16083
2013,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L03,IMMUNOSTIMOLANTI,2893
2013,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,21766
2013,328,ATS DI PAVIA,D,DERMATOLOGICI,D10,PREPARATI ANTIACNE,1233
2014,328,ATS DI PAVIA,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,608354
2015,323,ATS DELLA MONTAGNA,C,SISTEMA CARDIOVASCOLARE,C10,SOSTANZE MODIFICATRICI DEI LIPIDI,395224
2017,30,REGIONE LOMBARDIA,V,VARI,V07,TUTTI GLI ALTRI PRODOTTI NON TERAPEUTICI,853
2017,323,ATS DELLA MONTAGNA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,173
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,1791807
2012,327,ATS DELLA VAL PADANA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H02,CORTICOSTEROIDI SISTEMICI,169006
2013,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N06,PSICOANALETTICI,458926
2014,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G04,UROLOGICI,422040
2014,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H05,CALCIO-OMEOSTATICI,503
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,B,SANGUE E ORGANI EMOPOIETICI,B01,ANTITROMBOTICI,3167388
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,M,SISTEMA MUSCOLO-SCHELETRICO,M04,ANTIGOTTOSI,317848
2017,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,950116
2017,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,41
2012,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J02,ANTIMICOTICI PER USO SISTEMICO,53322
2013,327,ATS DELLA VAL PADANA,N,SISTEMA NERVOSO,N05,PSICOLETTICI,45058
2014,322,ATS DELL'INSUBRIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,43214
2015,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J01,ANTIBATTERICI PER USO SISTEMICO,1139994
2015,325,ATS DI BERGAMO,J,ANTINFETTIVI PER USO SISTEMICO,J04,ANTIMICOBATTERICI,4621
2016,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C07,BETABLOCCANTI,9709920
2016,327,ATS DELLA VAL PADANA,C,SISTEMA CARDIOVASCOLARE,C03,DIURETICI,507889
2017,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,1225490
2017,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,139517
2016,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,1885559
2016,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R03,FARMACI PER LE SINDROMI OSTRUTTIVE DELLE VIE RESPIRATORIE,530295
2016,326,ATS DI BRESCIA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1546
2017,323,ATS DELLA MONTAGNA,N,SISTEMA NERVOSO,N04,ANTIPARKINSONIANI,39930
2017,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C09,SOSTANZE AD AZIONE SUL SISTEMA RENINA-ANGIOTENSINA,3252330
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,611977
2014,322,ATS DELL'INSUBRIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,101210
2014,325,ATS DI BERGAMO,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,507
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,7020544
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,2567102
2016,30,REGIONE LOMBARDIA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,7718051
2016,324,ATS DELLA BRIANZA,R,SISTEMA RESPIRATORIO,R05,PREPARATI PER LA TOSSE E LE MALATTIE DA RAFFREDDAMENTO,1864
2016,326,ATS DI BRESCIA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",174790
2016,327,ATS DELLA VAL PADANA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,29337
2016,328,ATS DI PAVIA,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L04,IMMUNOSOPPRESSIVI,28159
2017,30,REGIONE LOMBARDIA,N,SISTEMA NERVOSO,N02,ANALGESICI,3375156
2017,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A06,FARMACI PER LA COSTIPAZIONE,128
2017,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A12,INTEGRATORI MINERALI,158391
2017,324,ATS DELLA BRIANZA,C,SISTEMA CARDIOVASCOLARE,C02,ANTIPERTENSIVI,206713
2017,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A02,FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,2351083
2017,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A05,TERAPIA BILIARE ED EPATICA,89071
2017,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",243888
2017,325,ATS DI BERGAMO,A,APPARATO GASTROINTESTINALE E METABOLISMO,A10,FARMACI USATI NEL DIABETE,836061
2012,327,ATS DELLA VAL PADANA,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",H04,ORMONI PANCREATICI,405
2014,325,ATS DI BERGAMO,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,G03,ORMONI SESSUALI E MODULATORI DEL SISTEMA GENITALE,153562
2016,327,ATS DELLA VAL PADANA,C,SISTEMA CARDIOVASCOLARE,C08,CALCIOANTAGONISTI,645791
2017,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A01,STOMATOLOGICI,24
2017,324,ATS DELLA BRIANZA,A,APPARATO GASTROINTESTINALE E METABOLISMO,A16,ALTRI FARMACI DELL'APPARATO GASTROINTESTINALE E DEL METABOLI,788
2013,325,ATS DI BERGAMO,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,L02,TERAPIA ENDOCRINA,52188
