ANNO,ATS STRUTTURA,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2012,322 - ATS DELL'INSUBRIA,52,DERMATOLOGIA,12.028846,3.56962
2015,322 - ATS DELL'INSUBRIA,08,CARDIOLOGIA,6.846176,1.06901
2015,326 - ATS DI BRESCIA,14,CHIRURGIA VASCOLARE,5.688633,1.210526
2015,326 - ATS DI BRESCIA,13,CHIRURGIA TORACICA,8.720517,2.705882
2012,328 - ATS DI PAVIA,26,MEDICINA GENERALE,10.783526,1.448718
2013,326 - ATS DI BRESCIA,18,EMATOLOGIA,15.582011,11.810976
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,DAY HOSPITAL,1,2.788412
2012,322 - ATS DELL'INSUBRIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.248663,2.023914
2012,REGIONE LOMBARDIA,02,DAY HOSPITAL,0,2.838948
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,30,NEUROCHIRURGIA,7.592538,1.005556
2013,322 - ATS DELL'INSUBRIA,08,CARDIOLOGIA,6.86183,1.194444
2015,REGIONE LOMBARDIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.627863,20.465602
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,CARDIOLOGIA,6.48468,1.089372
2016,326 - ATS DI BRESCIA,34,OCULISTICA,2.412395,1.011966
2016,327 - ATS DELLA VAL PADANA,43,UROLOGIA,5.091723,1.005705
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,CHIRURGIA TORACICA,6.45381,1
2013,323 - ATS DELLA MONTAGNA,08,CARDIOLOGIA,6.346939,1
2013,REGIONE LOMBARDIA,32,NEUROLOGIA,9.001782,1.871991
2017,328 - ATS DI PAVIA,24,MALATTIE INFETTIVE E TROPICALI,14.226717,0
2012,324 - ATS DELLA BRIANZA,39,PEDIATRIA,5.169637,1.294959
2017,REGIONE LOMBARDIA,62,NEONATOLOGIA,11.91835,1.009479
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.852396,38.668142
2012,322 - ATS DELL'INSUBRIA,67,PENSIONANTI,12.468927,1
2016,326 - ATS DI BRESCIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.463235,1.702703
2013,322 - ATS DELL'INSUBRIA,67,PENSIONANTI,8.884615,0
2015,322 - ATS DELL'INSUBRIA,33,NEUROPSICHIATRIA INFANTILE,0,1.497585
2012,REGIONE LOMBARDIA,11,CHIRURGIA PEDIATRICA,3.904175,1.014008
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,CARDIOCHIRURGIA,13.372471,1.171429
2015,325 - ATS DI BERGAMO,35,ODONTOIATRIA E STOMATOLOGIA,0,1.227273
2016,322 - ATS DELL'INSUBRIA,43,UROLOGIA,5.044309,1.008895
2015,REGIONE LOMBARDIA,18,EMATOLOGIA,17.152775,5.420323
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,67,PENSIONANTI,3.297173,1
2013,324 - ATS DELLA BRIANZA,37,OSTETRICIA E GINECOLOGIA,3.60201,1.034021
2013,REGIONE LOMBARDIA,39,PEDIATRIA,4.552167,1.422478
2012,322 - ATS DELL'INSUBRIA,39,PEDIATRIA,4.186943,1.42487
2017,326 - ATS DI BRESCIA,34,OCULISTICA,2.439627,1.005908
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,CHIRURGIA PLASTICA,3.547448,1.000897
2014,REGIONE LOMBARDIA,02,DAY HOSPITAL,0,2.315538
2016,324 - ATS DELLA BRIANZA,39,PEDIATRIA,5.711039,1.114656
2015,326 - ATS DI BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,3.757491,1.019685
2014,324 - ATS DELLA BRIANZA,39,PEDIATRIA,5.237702,1.10609
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,43,UROLOGIA,4.7304,1.572096
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,32,NEUROLOGIA,9.166347,1.208103
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,39,PEDIATRIA,4.852773,1.230302
2012,326 - ATS DI BRESCIA,36,ORTOPEDIA E TRAUMATOLOGIA,4.165992,1.018321
2015,328 - ATS DI PAVIA,71,REUMATOLOGIA,15.665158,1.005025
2012,326 - ATS DI BRESCIA,26,MEDICINA GENERALE,8.883988,2.036036
2017,326 - ATS DI BRESCIA,11,CHIRURGIA PEDIATRICA,4.705521,1.026178
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,68,PNEUMOLOGIA,11.249692,1.405405
2016,REGIONE LOMBARDIA,40,PSICHIATRIA,13.27119,7.875091
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,60,LUNGODEGENTI,31.686323,0
2016,326 - ATS DI BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,3.880716,1.018248
2013,REGIONE LOMBARDIA,14,CHIRURGIA VASCOLARE,6.499348,1.974304
2017,324 - ATS DELLA BRIANZA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.84218,16.534884
2013,324 - ATS DELLA BRIANZA,38,OTORINOLARINGOIATRIA,3.344483,1.717045
2013,326 - ATS DI BRESCIA,68,PNEUMOLOGIA,9.143858,1.090909
2016,REGIONE LOMBARDIA,37,OSTETRICIA E GINECOLOGIA,3.890788,1.009004
2015,REGIONE LOMBARDIA,37,OSTETRICIA E GINECOLOGIA,3.911232,1.008121
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.617014,32.084158
2013,328 - ATS DI PAVIA,71,REUMATOLOGIA,11.341137,1.5
2013,323 - ATS DELLA MONTAGNA,09,CHIRURGIA GENERALE,6.499009,1.01675
2017,326 - ATS DI BRESCIA,64,ONCOLOGIA,6.643944,2.5
2012,323 - ATS DELLA MONTAGNA,14,CHIRURGIA VASCOLARE,9.144186,1
2016,324 - ATS DELLA BRIANZA,29,NEFROLOGIA,10.615187,5.327273
2017,325 - ATS DI BERGAMO,52,DERMATOLOGIA,10.136905,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.020876,29.720339
2015,325 - ATS DI BERGAMO,26,MEDICINA GENERALE,10.155507,3.733624
2017,325 - ATS DI BERGAMO,62,NEONATOLOGIA,18.896071,1.111111
2012,REGIONE LOMBARDIA,14,CHIRURGIA VASCOLARE,6.69836,1.643158
2012,327 - ATS DELLA VAL PADANA,64,ONCOLOGIA,9.010082,5.834025
2014,REGIONE LOMBARDIA,18,EMATOLOGIA,16.377184,6.399209
2013,327 - ATS DELLA VAL PADANA,26,MEDICINA GENERALE,8.966608,2.890538
2017,328 - ATS DI PAVIA,52,DERMATOLOGIA,15.5,1.46875
2015,REGIONE LOMBARDIA,11,CHIRURGIA PEDIATRICA,3.99112,1.015264
2015,326 - ATS DI BRESCIA,34,OCULISTICA,2.344656,1.015936
2017,323 - ATS DELLA MONTAGNA,09,CHIRURGIA GENERALE,7.046682,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,CHIRURGIA PLASTICA,3.384776,1.004052
2016,328 - ATS DI PAVIA,29,NEFROLOGIA,7.105166,0
2015,324 - ATS DELLA BRIANZA,43,UROLOGIA,5.316095,1.347212
2015,327 - ATS DELLA VAL PADANA,26,MEDICINA GENERALE,9.146627,2.485632
2013,325 - ATS DI BERGAMO,08,CARDIOLOGIA,5.254859,1.025547
2012,326 - ATS DI BRESCIA,32,NEUROLOGIA,7.838002,1.055556
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,CARDIOCHIRURGIA,11.849233,1.178571
2015,323 - ATS DELLA MONTAGNA,75,NEURO-RIABILITAZIONE,42.017073,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,38,OTORINOLARINGOIATRIA,3.297102,1.190637
2012,REGIONE LOMBARDIA,39,PEDIATRIA,4.464477,1.446189
2016,325 - ATS DI BERGAMO,37,OSTETRICIA E GINECOLOGIA,3.495864,1.007758
2016,REGIONE LOMBARDIA,12,CHIRURGIA PLASTICA,3.270313,1.003187
2012,325 - ATS DI BERGAMO,08,CARDIOLOGIA,5.408263,1.044693
2017,322 - ATS DELL'INSUBRIA,49,TERAPIA INTENSIVA,11.152268,1
2012,326 - ATS DI BRESCIA,29,NEFROLOGIA,8.732991,1.296296
2017,REGIONE LOMBARDIA,73,TERAPIA INTENSIVA NEONATALE,22.424431,0
2017,REGIONE LOMBARDIA,08,CARDIOLOGIA,6.130964,1.107495
2014,322 - ATS DELL'INSUBRIA,39,PEDIATRIA,4.213505,1.176471
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,68,PNEUMOLOGIA,11.358711,1.467391
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,5.784259,1.018043
2017,325 - ATS DI BERGAMO,58,GASTROENTEROLOGIA,14.213247,1.470588
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.387781,9.20274
2017,328 - ATS DI PAVIA,38,OTORINOLARINGOIATRIA,4.218464,1
2016,REGIONE LOMBARDIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),12.057785,6.576923
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),12.550489,12.256579
2014,325 - ATS DI BERGAMO,37,OSTETRICIA E GINECOLOGIA,3.729593,1.01
2015,323 - ATS DELLA MONTAGNA,43,UROLOGIA,5.301016,1.127045
2013,324 - ATS DELLA BRIANZA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.00693,9.493827
2013,326 - ATS DI BRESCIA,13,CHIRURGIA TORACICA,8.389116,1
2012,325 - ATS DI BERGAMO,43,UROLOGIA,4.311396,1.343414
2017,324 - ATS DELLA BRIANZA,39,PEDIATRIA,5.91312,1.1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,CHIRURGIA VASCOLARE,6.497424,2.125
2015,322 - ATS DELL'INSUBRIA,98,DAY SURGERY,0,1.127654
2012,324 - ATS DELLA BRIANZA,36,ORTOPEDIA E TRAUMATOLOGIA,6.274589,1.002865
2017,322 - ATS DELL'INSUBRIA,26,MEDICINA GENERALE,10.474802,2.904459
2013,REGIONE LOMBARDIA,29,NEFROLOGIA,10.234995,3.497703
2017,324 - ATS DELLA BRIANZA,75,NEURO-RIABILITAZIONE,19.175948,1.927928
2017,REGIONE LOMBARDIA,58,GASTROENTEROLOGIA,9.036565,2.142019
2016,327 - ATS DELLA VAL PADANA,26,MEDICINA GENERALE,9.301848,2.87426
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,39,PEDIATRIA,4.394732,1.377418
2012,323 - ATS DELLA MONTAGNA,43,UROLOGIA,5.819585,1.268897
2013,327 - ATS DELLA VAL PADANA,39,PEDIATRIA,4.150298,1.247191
2017,326 - ATS DI BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,3.846386,1.061069
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,34,OCULISTICA,1.886953,1.024916
2013,322 - ATS DELL'INSUBRIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.778362,1.108822
2016,REGIONE LOMBARDIA,29,NEFROLOGIA,10.50218,2.076503
2015,325 - ATS DI BERGAMO,98,DAY SURGERY,1,1.023338
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,35,ODONTOIATRIA E STOMATOLOGIA,1,1.262923
2014,327 - ATS DELLA VAL PADANA,26,MEDICINA GENERALE,9.026621,2.445596
2015,328 - ATS DI PAVIA,52,DERMATOLOGIA,7.241667,1
2016,324 - ATS DELLA BRIANZA,32,NEUROLOGIA,11.125629,7.444444
2016,327 - ATS DELLA VAL PADANA,38,OTORINOLARINGOIATRIA,3.159982,1.003247
2017,327 - ATS DELLA VAL PADANA,70,RADIOTERAPIA,17.391156,1.021277
2015,REGIONE LOMBARDIA,60,LUNGODEGENTI,29.436837,0
2015,324 - ATS DELLA BRIANZA,09,CHIRURGIA GENERALE,6.03129,1.139353
2015,REGIONE LOMBARDIA,26,MEDICINA GENERALE,10.646118,5.066918
2017,REGIONE LOMBARDIA,32,NEUROLOGIA,9.31305,1.222074
2016,327 - ATS DELLA VAL PADANA,30,NEUROCHIRURGIA,8.036926,1.076923
2012,328 - ATS DI PAVIA,43,UROLOGIA,4.984453,1.022727
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,40,PSICHIATRIA,11.499357,8.153328
2012,REGIONE LOMBARDIA,68,PNEUMOLOGIA,10.989668,1.442145
2015,326 - ATS DI BRESCIA,38,OTORINOLARINGOIATRIA,3.188345,1.094762
2016,325 - ATS DI BERGAMO,11,CHIRURGIA PEDIATRICA,5.450902,0
2016,326 - ATS DI BRESCIA,32,NEUROLOGIA,7.669614,1.015674
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,52,DERMATOLOGIA,17.140845,5.569444
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,71,REUMATOLOGIA,8.662338,5.869318
2012,325 - ATS DI BERGAMO,71,REUMATOLOGIA,0,4.363057
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,58,GASTROENTEROLOGIA,8.651642,2.521226
2017,326 - ATS DI BRESCIA,14,CHIRURGIA VASCOLARE,5.810358,1.444444
2016,323 - ATS DELLA MONTAGNA,37,OSTETRICIA E GINECOLOGIA,3.504809,1.004396
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,58,GASTROENTEROLOGIA,8.817649,2.904372
2015,REGIONE LOMBARDIA,30,NEUROCHIRURGIA,8.252838,1.034091
2013,REGIONE LOMBARDIA,07,CARDIOCHIRURGIA,12.281283,1.402703
2012,328 - ATS DI PAVIA,08,CARDIOLOGIA,5.829335,1.00678
2013,323 - ATS DELLA MONTAGNA,30,NEUROCHIRURGIA,10.41982,1
2017,326 - ATS DI BRESCIA,09,CHIRURGIA GENERALE,5.611877,1.119785
2012,322 - ATS DELL'INSUBRIA,34,OCULISTICA,2.544189,1
2016,324 - ATS DELLA BRIANZA,09,CHIRURGIA GENERALE,5.712676,1.006942
2015,324 - ATS DELLA BRIANZA,08,CARDIOLOGIA,5.918043,1.305085
2017,REGIONE LOMBARDIA,02,DAY HOSPITAL,1.25,2.220251
2016,327 - ATS DELLA VAL PADANA,49,TERAPIA INTENSIVA,9.355433,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,50,UNITA' CORONARICA,5.69536,0
2015,REGIONE LOMBARDIA,32,NEUROLOGIA,9.068039,1.602657
2013,324 - ATS DELLA BRIANZA,29,NEFROLOGIA,10.372037,3.589041
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,34,OCULISTICA,2.027989,1.002303
2014,REGIONE LOMBARDIA,37,OSTETRICIA E GINECOLOGIA,3.924421,1.011092
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,75,NEURO-RIABILITAZIONE,30.018519,1.294811
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,60,LUNGODEGENTI,31.807892,0
2017,323 - ATS DELLA MONTAGNA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.28516,0
2013,327 - ATS DELLA VAL PADANA,34,OCULISTICA,2.007553,1.60793
2013,327 - ATS DELLA VAL PADANA,60,LUNGODEGENTI,28.295571,0
2013,324 - ATS DELLA BRIANZA,26,MEDICINA GENERALE,11.357536,3.199005
2017,326 - ATS DI BRESCIA,18,EMATOLOGIA,15.625307,3.524823
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,5.817529,1.011488
2017,326 - ATS DI BRESCIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.988502,0
2015,327 - ATS DELLA VAL PADANA,38,OTORINOLARINGOIATRIA,3.472879,1.003322
2014,322 - ATS DELL'INSUBRIA,34,OCULISTICA,2.31194,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,01,ALLERGOLOGIA,5.418719,4.460432
2017,324 - ATS DELLA BRIANZA,37,OSTETRICIA E GINECOLOGIA,4.013137,1.039831
2017,325 - ATS DI BERGAMO,26,MEDICINA GENERALE,10.619321,3.347032
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,67,PENSIONANTI,3.427768,1
2014,328 - ATS DI PAVIA,52,DERMATOLOGIA,7.482143,1
2012,328 - ATS DI PAVIA,11,CHIRURGIA PEDIATRICA,2.045393,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,DAY HOSPITAL,0,3.022254
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,34,OCULISTICA,1.996796,1.02996
2013,REGIONE LOMBARDIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.658255,20.256684
2012,323 - ATS DELLA MONTAGNA,36,ORTOPEDIA E TRAUMATOLOGIA,5.500823,1.004545
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,62,NEONATOLOGIA,10.623807,1
2013,322 - ATS DELL'INSUBRIA,58,GASTROENTEROLOGIA,7.158612,1.845588
2013,REGIONE LOMBARDIA,51,ASTANTERIA,3.684222,0
2013,323 - ATS DELLA MONTAGNA,39,PEDIATRIA,3.423977,2.666667
2012,325 - ATS DI BERGAMO,13,CHIRURGIA TORACICA,7.175141,1
2017,REGIONE LOMBARDIA,71,REUMATOLOGIA,10.527903,3.845982
2013,325 - ATS DI BERGAMO,43,UROLOGIA,4.275512,1.337079
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,60,LUNGODEGENTI,30.304414,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,43,UROLOGIA,4.681145,1.90716
2013,322 - ATS DELL'INSUBRIA,38,OTORINOLARINGOIATRIA,4.245569,1.005405
2015,REGIONE LOMBARDIA,08,CARDIOLOGIA,6.20372,1.124189
2016,326 - ATS DI BRESCIA,38,OTORINOLARINGOIATRIA,3.207356,1.087195
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,39,PEDIATRIA,4.879935,1.253944
2015,REGIONE LOMBARDIA,01,ALLERGOLOGIA,9.353535,1
2015,REGIONE LOMBARDIA,34,OCULISTICA,2.212561,1.030204
2012,324 - ATS DELLA BRIANZA,69,RADIOLOGIA,0,1
2017,322 - ATS DELL'INSUBRIA,29,NEFROLOGIA,12.126304,4.915493
2016,325 - ATS DI BERGAMO,09,CHIRURGIA GENERALE,6.037048,1.005786
2012,323 - ATS DELLA MONTAGNA,39,PEDIATRIA,3.658813,1.5
2017,322 - ATS DELL'INSUBRIA,18,EMATOLOGIA,19.099548,3.473684
2017,322 - ATS DELL'INSUBRIA,09,CHIRURGIA GENERALE,6.191563,1.003287
2013,327 - ATS DELLA VAL PADANA,10,CHIRURGIA MAXILLO-FACCIALE,4.749354,1.00978
2017,326 - ATS DI BRESCIA,26,MEDICINA GENERALE,9.060854,1.009662
2017,325 - ATS DI BERGAMO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),10.338983,1.013158
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,68,PNEUMOLOGIA,10.185641,7.944444
2013,324 - ATS DELLA BRIANZA,68,PNEUMOLOGIA,9.668129,2.076923
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,CHIRURGIA VASCOLARE,6.432881,1.232877
2017,324 - ATS DELLA BRIANZA,62,NEONATOLOGIA,9.870301,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,30,NEUROCHIRURGIA,7.815004,1
2016,325 - ATS DI BERGAMO,35,ODONTOIATRIA E STOMATOLOGIA,0,1.244479
2014,322 - ATS DELL'INSUBRIA,67,PENSIONANTI,7.487805,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,35,ODONTOIATRIA E STOMATOLOGIA,1.157895,1.311208
2017,328 - ATS DI PAVIA,34,OCULISTICA,4.247639,1.070707
2013,324 - ATS DELLA BRIANZA,02,DAY HOSPITAL,0,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,29,NEFROLOGIA,10.246756,3.589806
2012,326 - ATS DI BRESCIA,24,MALATTIE INFETTIVE E TROPICALI,13.435659,2.214286
2016,REGIONE LOMBARDIA,09,CHIRURGIA GENERALE,5.901006,1.055544
2014,322 - ATS DELL'INSUBRIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.991699,1.08829
2017,328 - ATS DI PAVIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,28.344564,30.022989
2014,323 - ATS DELLA MONTAGNA,26,MEDICINA GENERALE,10.388955,3.633333
2017,325 - ATS DI BERGAMO,60,LUNGODEGENTI,29.56256,0
2012,REGIONE LOMBARDIA,07,CARDIOCHIRURGIA,12.05478,1.985915
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,75,NEURO-RIABILITAZIONE,30.50689,1.314851
2016,327 - ATS DELLA VAL PADANA,14,CHIRURGIA VASCOLARE,8.508197,7.368421
2013,REGIONE LOMBARDIA,09,CHIRURGIA GENERALE,5.706585,1.051275
2017,REGIONE LOMBARDIA,40,PSICHIATRIA,13.196105,9.810044
2017,324 - ATS DELLA BRIANZA,13,CHIRURGIA TORACICA,7.116751,1
2017,322 - ATS DELL'INSUBRIA,38,OTORINOLARINGOIATRIA,4.796307,1
2017,327 - ATS DELLA VAL PADANA,39,PEDIATRIA,3.97729,1.239316
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,CARDIOLOGIA,5.96645,1.038542
2014,REGIONE LOMBARDIA,52,DERMATOLOGIA,7.733374,2.268159
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,43,UROLOGIA,4.674554,1.447465
2016,322 - ATS DELL'INSUBRIA,98,DAY SURGERY,0,1.124206
2014,325 - ATS DI BERGAMO,29,NEFROLOGIA,7.051805,0
2012,322 - ATS DELL'INSUBRIA,40,PSICHIATRIA,11.783478,7.039216
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,5.602306,1.009401
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,32,NEUROLOGIA,8.805097,2.171429
2016,REGIONE LOMBARDIA,14,CHIRURGIA VASCOLARE,6.252881,3.53481
2017,328 - ATS DI PAVIA,14,CHIRURGIA VASCOLARE,6.661194,0
2017,327 - ATS DELLA VAL PADANA,08,CARDIOLOGIA,6.558751,1.004785
2014,323 - ATS DELLA MONTAGNA,08,CARDIOLOGIA,6.438072,1
2015,REGIONE LOMBARDIA,58,GASTROENTEROLOGIA,8.602878,2.187413
2015,322 - ATS DELL'INSUBRIA,38,OTORINOLARINGOIATRIA,4.632615,1.012806
2012,REGIONE LOMBARDIA,10,CHIRURGIA MAXILLO-FACCIALE,4.225092,1.012254
2013,REGIONE LOMBARDIA,37,OSTETRICIA E GINECOLOGIA,3.838969,1.009909
2017,324 - ATS DELLA BRIANZA,10,CHIRURGIA MAXILLO-FACCIALE,4.551929,1.173469
2014,REGIONE LOMBARDIA,14,CHIRURGIA VASCOLARE,6.544265,2.785714
2014,REGIONE LOMBARDIA,50,UNITA' CORONARICA,5.552914,0
2015,REGIONE LOMBARDIA,24,MALATTIE INFETTIVE E TROPICALI,14.447628,6.273684
2016,328 - ATS DI PAVIA,08,CARDIOLOGIA,6.02715,1.011429
2015,322 - ATS DELL'INSUBRIA,62,NEONATOLOGIA,10.93237,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,43,UROLOGIA,4.64203,1.630564
2013,325 - ATS DI BERGAMO,29,NEFROLOGIA,7.878289,0
2016,328 - ATS DI PAVIA,60,LUNGODEGENTI,36.136792,0
2012,REGIONE LOMBARDIA,30,NEUROCHIRURGIA,8.28837,1.132037
2012,326 - ATS DI BRESCIA,18,EMATOLOGIA,16.23297,7.61959
2015,324 - ATS DELLA BRIANZA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.346695,12.110787
2016,322 - ATS DELL'INSUBRIA,24,MALATTIE INFETTIVE E TROPICALI,18.477833,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,37,OSTETRICIA E GINECOLOGIA,4.19378,1.00597
2017,324 - ATS DELLA BRIANZA,68,PNEUMOLOGIA,10.244101,1.293907
2014,327 - ATS DELLA VAL PADANA,14,CHIRURGIA VASCOLARE,7.892116,4.699346
2017,326 - ATS DI BRESCIA,13,CHIRURGIA TORACICA,7.912903,1.6
2017,325 - ATS DI BERGAMO,08,CARDIOLOGIA,5.805248,1.224605
2012,322 - ATS DELL'INSUBRIA,26,MEDICINA GENERALE,10.079973,2.094901
2014,325 - ATS DI BERGAMO,58,GASTROENTEROLOGIA,11.963115,1.301587
2017,325 - ATS DI BERGAMO,33,NEUROPSICHIATRIA INFANTILE,0,1.05102
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,98,DAY SURGERY,1,1.041311
2014,327 - ATS DELLA VAL PADANA,68,PNEUMOLOGIA,10.556793,1.141732
2014,322 - ATS DELL'INSUBRIA,38,OTORINOLARINGOIATRIA,4.493695,1.005165
2016,324 - ATS DELLA BRIANZA,10,CHIRURGIA MAXILLO-FACCIALE,4.67893,1.028986
2012,322 - ATS DELL'INSUBRIA,02,DAY HOSPITAL,0,4.415873
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,21,GERIATRIA,17.105505,2.1
2015,322 - ATS DELL'INSUBRIA,67,PENSIONANTI,5.625,1
2013,325 - ATS DI BERGAMO,26,MEDICINA GENERALE,10.253415,3.578049
2014,322 - ATS DELL'INSUBRIA,29,NEFROLOGIA,11.839355,2.484536
2012,327 - ATS DELLA VAL PADANA,70,RADIOTERAPIA,16.392484,1.018692
2016,326 - ATS DI BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.795362,1.002629
2012,REGIONE LOMBARDIA,18,EMATOLOGIA,16.45414,4.750406
2017,323 - ATS DELLA MONTAGNA,30,NEUROCHIRURGIA,7.711565,1
2014,REGIONE LOMBARDIA,10,CHIRURGIA MAXILLO-FACCIALE,3.99273,1.038462
2012,328 - ATS DI PAVIA,33,NEUROPSICHIATRIA INFANTILE,5.41688,1.069815
2013,REGIONE LOMBARDIA,01,ALLERGOLOGIA,5.418719,4.460432
2015,324 - ATS DELLA BRIANZA,29,NEFROLOGIA,10.976167,4.292683
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,MALATTIE INFETTIVE E TROPICALI,14.37068,6.731092
2016,REGIONE LOMBARDIA,58,GASTROENTEROLOGIA,8.788971,1.867304
2013,325 - ATS DI BERGAMO,35,ODONTOIATRIA E STOMATOLOGIA,0,1.369601
2017,327 - ATS DELLA VAL PADANA,34,OCULISTICA,1.743073,1.091255
2012,327 - ATS DELLA VAL PADANA,30,NEUROCHIRURGIA,7.571136,1.058824
2017,REGIONE LOMBARDIA,39,PEDIATRIA,4.832128,1.363914
2015,326 - ATS DI BRESCIA,12,CHIRURGIA PLASTICA,5.785885,1.064516
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,38,OTORINOLARINGOIATRIA,3.223624,1.22787
2017,324 - ATS DELLA BRIANZA,33,NEUROPSICHIATRIA INFANTILE,14.608,4.501597
2012,325 - ATS DI BERGAMO,35,ODONTOIATRIA E STOMATOLOGIA,0,1.446181
