ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,ATC LIVELLO 1,DESCRIZIONE ATC LIVELLO 1,GENERE,FASCIA_ETA',CONF,Nuova colonna georeferenziata
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,3693,"(46.33431031, 10.32968894)"
2017,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,39129,
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,10595,"(45.65171815, 10.25368782)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,F,0-17,383,"(45.44410928, 9.198811423)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,-,80 e +,3629,"(45.20086141, 9.14034225)"
2013,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,2240074,
2017,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,M,18-39,340665,
2013,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,F,0-17,6832,
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,65-79,56287,"(45.65171815, 10.25368782)"
2013,30,REGIONE LOMBARDIA,,,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,1941343,
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,D,DERMATOLOGICI,M,40-64,16786,"(45.80802245, 8.837196022)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,85276,"(45.80802245, 8.837196022)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,5044,"(46.33431031, 10.32968894)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,40-64,133811,"(45.68701679, 9.63853045)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,196833,"(45.1439181, 10.02604335)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,M,0-17,436,"(45.68701679, 9.63853045)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,M,18-39,16901,"(45.68701679, 9.63853045)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,152149,"(45.20086141, 9.14034225)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,M,80 e +,17586,"(45.1439181, 10.02604335)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,S,ORGANI DI SENSO,F,80 e +,129650,"(45.44410928, 9.198811423)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,C,SISTEMA CARDIOVASCOLARE,F,18-39,21401,"(45.69919245, 9.298423314)"
2012,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,F,80 e +,21547,
2017,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,M,18-39,42277,
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,72006,"(45.65171815, 10.25368782)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,S,ORGANI DI SENSO,F,65-79,18318,"(46.33431031, 10.32968894)"
2017,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,-,80 e +,84539,
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,882,"(46.33431031, 10.32968894)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,-,80 e +,13765,"(45.65171815, 10.25368782)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,F,18-39,122195,"(45.68701679, 9.63853045)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,14159,"(45.80802245, 8.837196022)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,175916,"(45.65171815, 10.25368782)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,D,DERMATOLOGICI,F,0-17,1898,"(45.44410928, 9.198811423)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,40-64,102323,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,V,VARI,M,65-79,3198,"(46.33431031, 10.32968894)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,M,80 e +,33148,"(45.20086141, 9.14034225)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,1904286,"(45.44410928, 9.198811423)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,8545,"(45.1439181, 10.02604335)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,F,65-79,53145,"(45.68701679, 9.63853045)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,F,40-64,433938,"(45.20086141, 9.14034225)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,-,80 e +,6619,"(45.44410928, 9.198811423)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,40-64,183093,"(45.80802245, 8.837196022)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,2129,"(45.1439181, 10.02604335)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,57059,"(45.69919245, 9.298423314)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,44071,"(45.44410928, 9.198811423)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,4657,"(46.33431031, 10.32968894)"
2013,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,M,18-39,434467,
2013,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,M,65-79,844508,
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,C,SISTEMA CARDIOVASCOLARE,F,80 e +,1213793,"(45.69919245, 9.298423314)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,20988,"(46.33431031, 10.32968894)"
2013,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,M,40-64,10361227,
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,S,ORGANI DI SENSO,F,65-79,72816,"(45.69919245, 9.298423314)"
2017,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,-,80 e +,20958,
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,40-64,9504,"(45.65171815, 10.25368782)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,M,0-17,74950,"(45.69919245, 9.298423314)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,S,ORGANI DI SENSO,-,80 e +,239,"(46.33431031, 10.32968894)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,F,80 e +,29744,"(45.1439181, 10.02604335)"
2016,30,REGIONE LOMBARDIA,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,150314,
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,633,"(45.65171815, 10.25368782)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,-,80 e +,915,"(45.44410928, 9.198811423)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,65-79,66255,"(45.1439181, 10.02604335)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,540147,"(45.65171815, 10.25368782)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,M,18-39,1207,"(45.20086141, 9.14034225)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,11710,"(45.65171815, 10.25368782)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,0-17,425,"(45.80802245, 8.837196022)"
2013,30,REGIONE LOMBARDIA,,,J,ANTINFETTIVI PER USO SISTEMICO,M,80 e +,463385,
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,R,SISTEMA RESPIRATORIO,-,80 e +,21266,"(45.44410928, 9.198811423)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,496,"(45.1439181, 10.02604335)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,2646,"(45.1439181, 10.02604335)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,R,SISTEMA RESPIRATORIO,F,18-39,35658,"(45.1439181, 10.02604335)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,C,SISTEMA CARDIOVASCOLARE,M,0-17,943,"(45.1439181, 10.02604335)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,N,SISTEMA NERVOSO,F,65-79,342905,"(45.68701679, 9.63853045)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,N,SISTEMA NERVOSO,F,18-39,86243,"(45.68701679, 9.63853045)"
2016,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,23337,
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,S,ORGANI DI SENSO,M,0-17,424,"(45.69919245, 9.298423314)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,M,18-39,2421,"(45.44410928, 9.198811423)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,4239,"(46.33431031, 10.32968894)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,18-39,946,"(46.33431031, 10.32968894)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,N,SISTEMA NERVOSO,F,65-79,327125,"(45.69919245, 9.298423314)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,D,DERMATOLOGICI,F,40-64,10266,"(45.80802245, 8.837196022)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,M,40-64,77147,"(45.65171815, 10.25368782)"
2016,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,F,40-64,240943,
2017,328,ATS DI PAVIA,9.14034225,45.20086141,D,DERMATOLOGICI,F,40-64,4038,"(45.20086141, 9.14034225)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,122603,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,1251,"(45.20086141, 9.14034225)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,3677,"(46.33431031, 10.32968894)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,C,SISTEMA CARDIOVASCOLARE,F,65-79,1241434,"(45.1439181, 10.02604335)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,24324,"(45.80802245, 8.837196022)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,65-79,248003,"(45.80802245, 8.837196022)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,N,SISTEMA NERVOSO,F,18-39,42073,"(45.20086141, 9.14034225)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,293,"(46.33431031, 10.32968894)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,243,"(46.33431031, 10.32968894)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,1826,"(45.65171815, 10.25368782)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,M,80 e +,23178,"(45.68701679, 9.63853045)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,54998,"(45.1439181, 10.02604335)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,D,DERMATOLOGICI,M,18-39,6947,"(45.80802245, 8.837196022)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,18-39,1637,"(45.65171815, 10.25368782)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,45796,"(46.33431031, 10.32968894)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,F,80 e +,2118,"(45.65171815, 10.25368782)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,M,65-79,1766660,"(45.65171815, 10.25368782)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,8658,"(45.20086141, 9.14034225)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,417269,"(45.1439181, 10.02604335)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,D,DERMATOLOGICI,M,80 e +,1634,"(45.20086141, 9.14034225)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,17205,"(45.20086141, 9.14034225)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,38511,"(45.20086141, 9.14034225)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,36517,"(45.44410928, 9.198811423)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,154688,"(45.20086141, 9.14034225)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,54956,"(45.1439181, 10.02604335)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,16328,"(45.65171815, 10.25368782)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,14975,"(45.44410928, 9.198811423)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,1344,"(45.1439181, 10.02604335)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,-,80 e +,1267,"(45.69919245, 9.298423314)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,58761,"(46.33431031, 10.32968894)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,S,ORGANI DI SENSO,M,40-64,83751,"(45.44410928, 9.198811423)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,M,40-64,32817,"(45.80802245, 8.837196022)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,D,DERMATOLOGICI,M,65-79,9906,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,65-79,30161,"(45.1439181, 10.02604335)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,1882,"(45.69919245, 9.298423314)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,M,18-39,2578,"(45.65171815, 10.25368782)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,7758,"(45.1439181, 10.02604335)"
2012,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,M,0-17,13876,
2015,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,56239,"(45.20086141, 9.14034225)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,F,0-17,700,"(45.69919245, 9.298423314)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,890,"(46.33431031, 10.32968894)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,N,SISTEMA NERVOSO,M,65-79,76990,"(46.33431031, 10.32968894)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,M,65-79,2917,"(46.33431031, 10.32968894)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,F,18-39,6827,"(46.33431031, 10.32968894)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,26003,"(45.1439181, 10.02604335)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,88935,"(45.65171815, 10.25368782)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,656,"(45.20086141, 9.14034225)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,F,40-64,143081,"(45.80802245, 8.837196022)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,F,40-64,4156,"(45.65171815, 10.25368782)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,F,40-64,32489,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,158532,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,F,65-79,459388,"(46.33431031, 10.32968894)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,600298,"(45.69919245, 9.298423314)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,F,80 e +,62409,"(45.65171815, 10.25368782)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,D,DERMATOLOGICI,F,18-39,2533,"(45.1439181, 10.02604335)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,445625,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,9333,"(45.1439181, 10.02604335)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,D,DERMATOLOGICI,-,80 e +,236,"(45.68701679, 9.63853045)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,1393,"(45.1439181, 10.02604335)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,3087,"(45.20086141, 9.14034225)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,70630,"(45.69919245, 9.298423314)"
2016,30,REGIONE LOMBARDIA,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,96370,
2013,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,176383,"(45.20086141, 9.14034225)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,157942,"(45.80802245, 8.837196022)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,-,80 e +,879,"(45.20086141, 9.14034225)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,M,80 e +,2412,"(45.1439181, 10.02604335)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,21360,"(46.33431031, 10.32968894)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,18-39,356,"(46.33431031, 10.32968894)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,165903,"(45.1439181, 10.02604335)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,N,SISTEMA NERVOSO,F,80 e +,247845,"(45.69919245, 9.298423314)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,5161,"(45.1439181, 10.02604335)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,847,"(45.20086141, 9.14034225)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,M,0-17,40672,"(45.44410928, 9.198811423)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,279280,"(45.80802245, 8.837196022)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,65-79,36900,"(45.69919245, 9.298423314)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,-,80 e +,507,"(45.65171815, 10.25368782)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,3102,"(45.65171815, 10.25368782)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,F,18-39,2320,"(45.80802245, 8.837196022)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,364597,"(45.44410928, 9.198811423)"
2013,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,1424177,
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,F,0-17,322,"(46.33431031, 10.32968894)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,4777,"(46.33431031, 10.32968894)"
2017,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,136014,
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,309297,"(45.80802245, 8.837196022)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,186,"(45.68701679, 9.63853045)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,83415,"(45.1439181, 10.02604335)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,65-79,5813,"(46.33431031, 10.32968894)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,217136,"(45.44410928, 9.198811423)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,64697,"(45.1439181, 10.02604335)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,F,65-79,2489,"(45.1439181, 10.02604335)"
2016,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,F,80 e +,2460214,
2015,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,F,80 e +,689453,"(45.20086141, 9.14034225)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,F,0-17,372,"(45.80802245, 8.837196022)"
